,0
Miguel Layún,"['\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', 'not in squad']"
Roger Martínez,"['\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Chory Castro,"['\xa0Yellow card suspension', 'not in squad']"
Nordin Amrabat,"['not in squad', 'Called up to national team', 'Called up to national team', 'Called up to national team', 'Called up to national team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'Called up to national team', 'Called up to national team', 'not in squad']"
Isco,"['\xa0Sprained Ankle', '\xa0Sprained Ankle', '\xa0Sprained Ankle', '\xa0Muscular problems', '\xa0Muscular problems']"
Bono,"['International match', 'International match', 'International match', 'not in squad', 'International match', 'International match', 'International match', 'International match', 'International match', 'not in squad']"
Gerard Moreno,"['\xa0Yellow card suspension', 'not in squad']"
Matías Aguirregaray,"['not in squad', 'not in squad']"
Roger Martí,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Marc-André ter Stegen,"['not in squad', '\xa0Knee Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury']"
David García,"['\xa0Knock', '\xa0Knock', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Yellow card suspension']"
José Manuel Arnáiz,"['not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad']"
Jason,"['not in squad', 'not in squad', 'not in squad']"
Nabil El Zhar,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Knock']"
Johannes Geis,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Esteban Granero,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', '\xa0Indirect card suspension', 'not in squad', '\xa0Muscular problems']"
Joaquín Correa,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle problems', '\xa0Yellow card suspension']"
Diego Barri,[]
David Soria,"['\xa0Fractured Finger', '\xa0Fractured Finger', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Fractured Finger', '\xa0Fractured Finger', '\xa0Fractured Finger', '\xa0Fractured Finger', '\xa0Fractured Finger', '\xa0Fractured Finger', '\xa0Fractured Finger', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Problems', 'not in squad', '\xa0Fractured Finger', '\xa0Fractured Finger']"
Juan Cala,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', '\xa0Achilles tendon problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Gonzalo Escalante,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad']"
Carlos Redruello,[]
Philippe Coutinho,"['\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', '\xa0Ankle Injury']"
Marc Bartra,"['\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Yellow card suspension', '\xa0Arm Injury', '\xa0Arm Injury', '\xa0Arm Injury', '\xa0Tear in the abductor muscle', '\xa0Arm Injury', '\xa0Arm Injury', '\xa0Adductor problems', '\xa0Arm Injury']"
Hugo Mallo,"['not in squad', '\xa0Yellow card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', '\xa0Adductor problems', 'not in squad', '\xa0Thigh Muscle Strain', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Jefferson Lerma,"['not in squad', '\xa0Indirect card suspension', '\xa0Yellow card suspension', '\xa0Torn Muscle', '\xa0Torn Muscle', '\xa0Torn Muscle', '\xa0Torn Muscle', '\xa0Torn Muscle', '\xa0Torn Muscle', 'not in squad']"
Dani Pacheco,"['not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', 'not in squad', '\xa0Red card suspension']"
Alberto de la Bella,"['\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', 'not in squad', '\xa0Toe Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', '\xa0Unknown Injury', 'not in squad', 'not in squad']"
Aitor Ruibal,[]
Toni Lato,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', '\xa0Muscular problems', '\xa0Muscular problems', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros']"
Nico Gaitán,"['\xa0Hip Injury', '\xa0Hip Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury']"
Jasper Cillessen,"['\xa0Sprained ankle', 'not in squad', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Muscle Injury', 'not in squad', '\xa0Muscle Injury']"
Bruno Gama,"['not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Adductor problems', '\xa0Adductor problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', '\xa0Adductor problems']"
Lucas Digne,"['not in squad', '\xa0Knee Problems', '\xa0Knee Problems']"
Pablo Piatti,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Head Injury', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Luismi Quezada,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Paco Alcácer,['not in squad']
Edu Expósito,[]
Cenk Gönen,"['\xa0Torn Meniscus', '\xa0Shoulder Injury', '\xa0Shoulder Injury']"
Naldo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Carles Planas,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Miguel Ángel Moyà,"['\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Hamstring Injury', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Arthroscopie', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Alejandro Gálvez,"['\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Knock', '\xa0Knock', '\xa0Knock']"
Vicente Gómez,"['not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad']"
Alexis Ruano,"['\xa0Calf Injury', '\xa0Yellow card suspension', 'not in squad', 'not in squad', '\xa0Indirect card suspension', '\xa0Indirect card suspension', '\xa0Indirect card suspension', '\xa0Calf Injury', '\xa0Yellow card suspension']"
Kike Sola,"['\xa0Toe Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Filipe Luís,"['\xa0Muscle Injury', '\xa0Yellow card suspension', '\xa0Hamstring Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Yellow card suspension', '\xa0Hamstring Injury', '\xa0Muscle Injury']"
Fran Rico,"['not in squad', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', 'not in squad', '\xa0Yellow card suspension', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Torn Muscle Fibre']"
Adrián Diéguez,[]
Rubén Pardo,"['not in squad', 'not in squad', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', 'not in squad', 'not in squad', '\xa0Muscular problems', '\xa0Torn Muscle Fibre', 'not in squad', 'not in squad']"
Antonio Sanabria,"['\xa0Pubis bone irritation', '\xa0Pubis bone irritation', '\xa0Pubis bone irritation', '\xa0Pubis bone irritation', '\xa0Pubis bone irritation', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Groin Injury']"
Vicente Guaita,"['\xa0Wirst Injury', '\xa0Wirst Injury', '\xa0Wirst Injury', '\xa0Wirst Injury', '\xa0Wirst Injury', '\xa0Wirst Injury', '\xa0Wirst Injury', '\xa0Wirst Injury', '\xa0Wirst Injury', '\xa0Wirst Injury', '\xa0Wirst Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Giampaolo Pazzini,"['not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad']"
Denis Suárez,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Luka Modric,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Yellow card suspension', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', '\xa0Muscular problems', 'not in squad', '\xa0Knee Injury', 'not in squad', 'not in squad', '\xa0Muscular problems']"
Charles,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', '\xa0Yellow card suspension', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury']"
Juanjo Narváez,[]
Pablo Fornals,"['not in squad', 'not in squad', 'not in squad']"
Cristhian Stuani,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Andoni Zubiaurre,[]
Oier Olazábal,"['not in squad', '\xa0Red card suspension']"
Marc Navarro,"['\xa0Hamstring Injury', '\xa0Muscle fiber tear', '\xa0Muscle fiber tear', '\xa0Muscle fiber tear', '\xa0Muscle fiber tear', '\xa0Muscle fiber tear', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', 'With the pros']"
Emmanuel Boateng,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Indirect card suspension', '\xa0Knock']"
Andrés Fernández,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
João Cancelo,"['\xa0Indirect card suspension', '\xa0Yellow card suspension', '\xa0Foot Injury']"
Martín Montoya,"['\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Yellow card suspension']"
Anaitz Arbilla,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Yellow card suspension', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury']"
Leonardo Rocha,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Paulo Oliveira,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Hernán Toledo,"['With U19', 'With U19', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'With U19', 'With U19', 'With U19', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Pedro Alcalá,"['not in squad', 'not in squad']"
Francis Guerrero,[]
Dani Sotres,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Rober Pier,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Álvaro Medrán,"['\xa0Shoulder Injury', 'not in squad', 'not in squad']"
Gerard Piqué,"['\xa0Ankle Injury', '\xa0Ankle problems', '\xa0Minor Knock', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Minor Knock', '\xa0Minor Knock', 'not in squad', '\xa0Yellow card suspension', '\xa0Stomach complaints', '\xa0Stomach complaints', '\xa0Sprained ankle', '\xa0Minor Knock']"
David Lombán,"['\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Pedro López,"['not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Fernando Navarro,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Yellow card suspension', 'not in squad', 'not in squad', '\xa0Calf Injury', 'not in squad']"
Nacho Fernández,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Diego Alende,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Alberto Aquilani,"['not in squad', '\xa0Flu', '\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Alin Tosca,"['\xa0Foot surgery', 'not in squad', '\xa0Foot surgery', '\xa0Foot surgery', '\xa0Foot surgery']"
Roberto Rosales,"['\xa0Indirect card suspension', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury']"
Borja García,[]
Robert Ibáñez,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']"
Pape Diop,"['not in squad', 'Called up to national team', 'International match', 'International match', 'International match', '\xa0Knock', '\xa0Knock', 'not in squad', '\xa0Knock', '\xa0Knock', 'not in squad']"
Sergio Arribas,[]
Thomas,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'Called up to national team', 'International match', 'International match', 'International match', 'International match', 'not in squad', 'Called up to national team', 'Called up to national team', 'International match', 'International match', 'International match']"
José Naranjo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Vukasin Jovanovic,"['With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team']"
Momo,"['\xa0Back Injury', '\xa0Back Injury', '\xa0Back Injury', 'not in squad', 'not in squad']"
Adri López,[]
Luciano Vietto,"['not in squad', '\xa0Back trouble', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Samuel Umtiti,"['\xa0Stretched Ligament', '\xa0Hamstring Injury', '\xa0Stretched Ligament', '\xa0Stretched Ligament', '\xa0Stretched Ligament', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Ousmane Dembélé,['\xa0Yellow card suspension']
Dani García,"['\xa0Red card suspension', '\xa0Hand fracture', 'not in squad', 'not in squad']"
Ezequiel Garay,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Yellow card suspension', 'not in squad', '\xa0Muscle Injury', 'not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury']"
Burgui,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension']"
Cheick Doukouré,"['\xa0Indirect card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match']"
José Carlos Sánchez,[]
Hernán Pérez,"['\xa0Yellow card suspension', '\xa0Calf muscle strain', 'International match', '\xa0Ankle Injury', '\xa0Ankle Injury']"
Diego Rico,"['\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', 'not in squad', '\xa0Yellow card suspension', '\xa0Knock', '\xa0Sprained ankle', '\xa0Sprained ankle']"
Dani Parejo,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad']"
Gerard Valentín,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ezequiel Muñoz,"['not in squad', 'not in squad']"
Antonio Montoro,[]
Marco Asensio,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Raphaël Varane,"['\xa0Hamstring Injury', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Meniscus irritation', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems']"
José Ángel,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Fahad Al-Muwallad,"['\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscle Injury', 'Suspension through sports court']"
Gonçalo Guedes,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Loren Morón,[]
Fabián Ruiz,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ill', '\xa0Ill', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Fractured Toe', '\xa0Fractured Toe', '\xa0Fractured Toe', '\xa0Muscular problems']"
Jony,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Pedro Martínez,[]
Miguel San Román,[]
Antonio Sivera,"['International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Luis Suárez,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', '\xa0Indirect card suspension']"
Benito Ramírez,[]
Imanol Agirretxe,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury']"
Andreas Pereira,"['not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad']"
Pedro Porro,[]
Ibai Gómez,"['\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Darko Brasanac,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Jefferson Montero,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Fractured Hand', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Hamstring Injury', 'not in squad']"
Blas Alonso,[]
Fabián Orellana,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Sprained ankle', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Indirect card suspension', '\xa0Yellow card suspension', '\xa0Sprained ankle', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad']"
Peru Nolaskoain,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Achraf Hakimi,"['International match', 'not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Indirect card suspension', '\xa0Yellow card suspension', 'not in squad', 'With youth team']"
Markel Susaeta,"['not in squad', 'not in squad']"
Ivi López,"['\xa0Red card suspension', '\xa0Sprained ankle', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad']"
Asier Riesgo,"['\xa0Red card suspension', 'not in squad', 'not in squad', '\xa0Bruised Knee', '\xa0Bruised Knee', '\xa0Bruised Knee', '\xa0Bruised Knee', '\xa0Bruised Knee', '\xa0Bruised Knee', '\xa0Bruised Knee', '\xa0Red card suspension', 'not in squad', '\xa0Bruised Knee', '\xa0Bruised Knee']"
Aarón Martín,"['not in squad', '\xa0Yellow card suspension', 'not in squad']"
Dani Giménez,['\xa0Indirect card suspension']
Rafa Navarro,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Shaq Moore,['not in squad']
Roque Mesa,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Ander Capa,"['\xa0Yellow card suspension', 'not in squad']"
Andoni Gorosabel,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Karim Benzema,"['\xa0Groin Injury', '\xa0Groin Injury', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Sergio Postigo,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Pedro Bigas,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ángel López,['not in squad']
Einar Galilea,[]
