,0
Orestis Karnezis,"['\xa0Fractured Finger', '\xa0Fractured Finger']"
Joel Pereira,"['International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'not in squad']"
Danny Ings,"['With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery']"
Mark Noble,"['not in squad', '\xa0Yellow card suspension', 'not in squad', '\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Surgery', '\xa0Surgery', 'not in squad']"
Harry Charsley,"['International match', 'International match']"
Lazar Markovic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', '\xa0Knock', '\xa0Knock', 'not in squad', 'not in squad', 'not in squad', 'International match', '\xa0Knock', 'not in squad']"
Beni Baningime,"['not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'not in squad', 'not in squad']"
Sebastian Prödl,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jamie Vardy,"['not in squad', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad']"
Joselu,"['not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Yellow card suspension', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems']"
Ali Gabr,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Andrew Surman,"['not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad']"
Dean Whitehead,"['Suspension through sports court', 'Suspension through sports court', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Indirect card suspension', 'Suspension through sports court']"
John Stones,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
N'Golo Kanté,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Ramiro Funes Mori,"['\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury', '\xa0Meniscal Injury']"
Danny Simpson,"['not in squad', 'not in squad', 'not in squad', 'not in squad']"
Nathaniel Chalobah,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Laurent Depoitre,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Daniel Bachmann,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mohamed Salah,"['\xa0Ruptured ankle aigament', '\xa0Ruptured ankle aigament', '\xa0Ruptured ankle aigament', 'International match', 'International match', 'International match', 'International match', 'International match', 'International match']"
Glen Johnson,"['\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Thigh Muscle Strain']"
Rekeem Harper,"['With the U18s', 'not in squad', 'not in squad']"
Joe Gomez,"['\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', 'With the 2nd team', 'not in squad']"
Charlie Taylor,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Manolo Gabbiadini,"['With the pros', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Muscle Fatigue']"
Pape Souaré,"['not in squad', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident', '\xa0Traffic Accident']"
Alex Oxlade-Chamberlain,"['not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Adam Lallana,"['\xa0Minor Knock', '\xa0Minor Knock', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Minor Knock']"
Tommy Smith,"['\xa0Yellow card suspension', 'not in squad']"
Ashley Williams,"['not in squad', 'not in squad']"
Yaya Touré,"['No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Andy King,"['not in squad', 'not in squad', 'not in squad']"
Tim Krul,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'With the 2nd team', 'With the 2nd team', 'No eligibility', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'not in squad', '\xa0Cruciate Ligament Rupture']"
Juan Mata,"['\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', '\xa0Groin Surgery', 'not in squad']"
Isaac Success,"['\xa0Facial Fracture', '\xa0Facial Fracture', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Facial Fracture']"
Andrew Robertson,"['\xa0Calf Strain', '\xa0Calf Strain', '\xa0Calf Strain', '\xa0Calf Strain', '\xa0Calf Strain']"
Emre Can,"['\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad']"
Jonjo Shelvey,"['Suspension through sports court', 'Suspension through sports court', 'Suspension through sports court', 'Suspension through sports court', 'Suspension through sports court']"
Christian Atsu,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'International match', 'International match', 'not in squad', 'International match', 'International match', 'not in squad']"
Georginio Wijnaldum,"['not in squad', 'not in squad', 'not in squad']"
Courtney Baker-Richardson,[]
Salomón Rondón,[]
Olivier Giroud,"['\xa0Toe Injury', 'not in squad', 'not in squad', '\xa0Toe Injury', '\xa0Toe Injury', '\xa0Toe Injury', 'not in squad', '\xa0Thigh Problems', 'not in squad', 'not in squad', '\xa0Toe Injury', '\xa0Thigh Problems']"
Manuel Lanzini,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Bruised Rib']"
Konstantinos Stafylidis,"['\xa0Yellow card suspension', '\xa0Abdominal Influenza', 'not in squad', 'not in squad']"
Josh Pask,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Troy Deeney,[]
Collin Quaner,"['\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Thigh Problems', 'not in squad']"
Étienne Capoue,[]
Sam Johnstone,"['not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad']"
Baily Cargill,"['not in squad', 'not in squad', 'not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Michael Hector,"['\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', '\xa0Indirect card suspension']"
Leroy Fer,[]
Axel Tuanzebe,"['With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'International match', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'International match', 'With the 2nd team', 'not in squad', 'International match', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad']"
James Milner,"['\xa0Foot Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Tom Edwards,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'not in squad', 'With the U18s', 'With the U18s']"
Costel Pantilimon,"['\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', 'not in squad']"
Jake Clarke-Salter,"['International match', 'International match', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Matt Phillips,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Gareth Barry,"['\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Charlie Adam,[]
Paulo Gazzaniga,['not in squad']
Ryan Fraser,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Aaron Lennon,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Eric Bailly,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Indirect card suspension', '\xa0Red card suspension', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'With the 2nd team', 'not in squad', 'International match', 'With the 2nd team', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', 'International match', 'International match']"
Jonathan Hogg,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Neck Injury', 'not in squad', 'not in squad']"
James Tomkins,"['not in squad', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', '\xa0Groin Strain', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
George Byers,"['not in squad', 'not in squad']"
Alex Iwobi,"['not in squad', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', 'With the 2nd team', 'not in squad']"
Marko Grujic,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'With the 2nd team', 'With the 2nd team', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury']"
Chris Smalling,"['\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Indirect card suspension', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Foot Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', '\xa0Foot Injury', '\xa0Foot Injury']"
Xherdan Shaqiri,"['\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Calf Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Calf Injury', '\xa0Calf Injury']"
Aymeric Laporte,"['\xa0Groin Injury', '\xa0Muscular problems', '\xa0Yellow card suspension', '\xa0Groin Injury', '\xa0Groin Injury', '\xa0Yellow card suspension']"
Anthony Georgiou,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Sam Gallagher,"['not in squad', 'not in squad', 'not in squad']"
Georges-Kevin N'Koudou,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Matt Grimes,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Yannick Bolasie,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture']"
Shane Long,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Hamstring Injury']"
Ben Foster,['not in squad']
Mamadou Sakho,"['\xa0Achilles tendon problems', '\xa0Achilles tendon problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ligament Injury', '\xa0Ligament Injury', '\xa0Ligament Injury', '\xa0Ligament Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Achilles tendon problems', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad']"
Florent Hadergjonaj,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad', '\xa0Unknown Injury']"
Phil Foden,"['not in squad', 'International match', 'International match', 'International match', 'With youth team', 'With youth team']"
Michael Obafemi,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mateusz Hewelt,"['With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s']"
Markus Suttner,"['\xa0Yellow card suspension', '\xa0Yellow card suspension']"
Adrian Mariappa,"['not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', 'not in squad']"
Stuart Taylor,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
José Holebas,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Antonio Valencia,"['not in squad', 'not in squad', 'not in squad', '\xa0Fractured Arm', 'not in squad', '\xa0Fractured Arm', '\xa0Fractured Arm', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Oriol Romeu,"['\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad']"
Jamie Murphy,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Michael Carrick,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Nacho Monreal,"['\xa0Thigh Problems', '\xa0Thigh Problems', 'not in squad', 'not in squad', 'not in squad']"
Daryl Janmaat,"['\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Claudio Yacob,"['not in squad', 'not in squad']"
Jonas Lössl,['\xa0Knee Problems']
Dominic Solanke,"['not in squad', 'With the pros', 'International match', 'not in squad', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Cameron Carter-Vickers,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'International match', 'With the 2nd team', '\xa0Knee Injury']"
Harry Kane,"['\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury']"
Stefano Okaka,"['not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury']"
Lukasz Fabianski,"['not in squad', 'not in squad', 'not in squad']"
Josh Knight,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
