0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Toni Moya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carles Gil, Groin Injury, Groin Injury, Groin Injury, Groin Injury, Groin Injury, Groin Injury, Groin Injury, Groin Injury, Groin Injury, Groin Injury, Groin Injury, Groin Injury,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,0,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad
Gerard Piqué,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bruised Knee,0,0,0,0,0
Carlos Sánchez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad
Crespi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Achraf Hakimi,not in squad,not in squad,not in squad,0,not in squad,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,0,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,0,not in squad,0,0,not in squad,not in squad,not in squad,0,not in squad,0,not in squad,0,0,not in squad,0,not in squad
Borja Valle,0,not in squad,not in squad,0,0,0,0,0,not in squad,not in squad,not in squad,0,not in squad,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,not in squad,0,0,not in squad,0,0,0,0,0,0,0,0,0
Emre Colak, Yellow card suspension,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diego Godín,Suspension through sports court,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0, Facial Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santi Mina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Hamstring Injury, Hamstring Injury,0,0,0,0,0,0,0,0,0
Enric Saborit,not in squad,0,0,0,not in squad,not in squad,not in squad,not in squad,0,0, Knock, Knock, Knock,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0, Yellow card suspension
Clément Lenglet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0
Maxime Lestienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,not in squad,0,0,0, Knock,0,0,0,0,0,0,0
Jesús Vallejo, Muscle Injury, Muscle Injury,0, Muscular problems, Muscular problems, Muscular problems,0,0,not in squad,not in squad,0,not in squad,0,not in squad,0, Hamstring Injury,not in squad,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury,not in squad,not in squad,0,0, Knock,0,0,0,0,0,0,not in squad
Gustavo Cabral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0,0,0,0
David Simón,0,0,not in squad,not in squad,not in squad,0,0,not in squad,0,not in squad,not in squad,0,0, Knock, Knock, Knock,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,not in squad,0,not in squad,not in squad
David Concha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility,No eligibility
Miguel Rubio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryad Boudebouz, Knee Injury, Knee Injury, Knee Injury,0,0, Knee Injury, Knee Injury, Knee Injury,0,0,0,0,0,0,0, Knee Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad
