0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Ibrahima Konaté,not in squad,not in squad,With U19,With youth team,not in squad,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0
Julian Baumgartlinger,0,0, Infection,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0, Cold,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlon Frey,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad, Abdominal Strain,not in squad,not in squad,0,0,not in squad,not in squad,0,0,not in squad,0,0,0,0,not in squad
Jadon Sancho,0,0,No eligibility,No eligibility,No eligibility,No eligibility,0,International match,0,With the 2nd team,0,International match, Fitness,0,With youth team, Stretched Ligament, Stretched Ligament,0,0,0,0, Ligament Injury, Ligament Injury, Ligament Injury, Ligament Injury, Ligament Injury,0,Suspended,0,0,0,0,0,0
Dennis Diekmeier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Thigh Problems,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,not in squad,0,0,not in squad,not in squad
Viktor Fischer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florian Müller,not in squad,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad, Shoulder Injury,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,not in squad,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick Herrmann,0,0,0,0,0,0,0,0,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,0,0,0,0,0,0,0,0,0,0,0,0,0, Torn lateral collateral ligament, Torn lateral collateral ligament, Torn lateral collateral ligament,0,0
Vedad Ibisevic,0,0,0,0,0,0, Red card suspension, Red card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Nasal Bone Fracture,0,0,0,0,0,0,0,0,0,0
Jonathan Meier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josha Vagnoman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nico Elvedi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ron-Robert Zieler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Quaison,0,0,0,0,0,0,not in squad,0,0, Muscular problems,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Anthony Brooks, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Fitness,0,0,0,0,0,0,0, Knock, Knee inflammation , Knee inflammation , Knee inflammation , Knee inflammation , Knee inflammation , Knee inflammation , Knee inflammation , Knee inflammation , Knee inflammation , Knee inflammation , Knee inflammation , Knee inflammation , Fitness,0,0,0,0
Amir Abrashi,0,0,0,0, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Fitness,0,0,not in squad, Infection,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture
Caleb Stanko,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad, Meniscal Injury, Meniscal Injury, Meniscal Injury, Meniscal Injury, Meniscal Injury, Meniscal Injury, Meniscal Injury, Meniscal Injury
Florian Kath,With the 2nd team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Ill,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad
Jonas Meffert, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Fitness, Fitness,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team
Marcel Sabitzer,0,0,0, Minor Knock,0,0,0,0,0,0,0,0, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury,0,0,0,0, Cold,0,0,0,0,0,0,0, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury
Fabian Benko,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team
João Queirós,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,International match,With the 2nd team,not in squad,not in squad,not in squad, Lumbar Vertebra Fracture, Lumbar Vertebra Fracture, Lumbar Vertebra Fracture, Lumbar Vertebra Fracture, Lumbar Vertebra Fracture, Lumbar Vertebra Fracture,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad
Panagiotis Retsos,0,0, Minor Knock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0
David Alaba,0,0, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury,0,0,0,0,0,0, Back trouble,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,not in squad,0, Minor Knock,not in squad, Muscular problems,not in squad
Andreas Beck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0, Partial damage to the cruciate ligament, Partial damage to the cruciate ligament, Partial damage to the cruciate ligament, Partial damage to the cruciate ligament
Dzenis Burnic,not in squad,0,0,0,0,0,0,0,0,0,0, Indirect card suspension, Knee Problems, Knee Problems, Knee Problems, Knee Problems, Knee Problems,0,0,0,0,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,0,not in squad,0,not in squad,not in squad,not in squad,0
Paul-Georges Ntep,0,0,0,0,0,0,0, Indirect card suspension,0,not in squad,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branimir Hrgota,0,0,not in squad,not in squad,not in squad,not in squad,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,not in squad,not in squad
Mario Gómez,0,0,0, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,special leave
Gonzalo Castro,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0, Torn ankle ligament, Torn ankle ligament, Torn ankle ligament,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,not in squad,0,0
Kevin-Prince Boateng,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0, Thigh Problems, Thigh Problems,0,0
Bobby Wood,0,0,0, Knee Problems,0,0,0,0,0,0,0,0,0,0, Knee Problems, Knee Problems, Knee Problems,0,0,0,0,0,0,0,not in squad,not in squad,0, Muscular problems,not in squad,not in squad,0,0,0,0
Stefan Ilsanker,0,0,0,0,0,0,0,0, Indirect card suspension, Toe Injury, Toe Injury, Toe Injury, Toe Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Knee Problems,0,0,0,0,0,0
Julius Kade, Torn Muscle Fibre, Torn Muscle Fibre,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With U19,With U19,With U19,With U19,With U19,With U19,With U19,not in squad,not in squad,not in squad, Torn Ankle Ligament, Torn Ankle Ligament, Torn Ankle Ligament,With U19,With U19,With U19,With U19,With U19,With the 2nd team,With U19,With U19,With U19,International match,With U19,With U19
Mark Uth,0,0,0,0,0,0, Muscular problems,0,0,0,0,0,0,0,0,0,0,0,0,0, Calf Problems,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0
Matthias Lehmann,0,0,0,0,0,0,0,0, Muscular problems,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0, Elbow Injury, Elbow Injury, Elbow Injury, Elbow Injury
Felix Götze, Torn Muscle Fibre, Torn Muscle Fibre,not in squad, Strain, Strain, Strain,With the 2nd team,With the 2nd team,With youth team,0,With the 2nd team,With the 2nd team,With youth team,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With youth team,With the 2nd team,With the 2nd team, Hip Injury, Hip Injury, Hip Injury, Hip Injury, Hip Injury, Hip Injury,0,0
Jonathas,0,0,0, Thigh Muscle Strain, Thigh Muscle Strain, Thigh Muscle Strain, Thigh Muscle Strain,0,0,0,0,0, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack, Tendon crack,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Fitness, Fitness
Julian Brandt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Frantz,0,0,0,0,0,0,0,0,0,0,0, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Fitness,0, Fitness, Fitness, Fitness,0,0,0,0
Sebastian Maier,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0, Ill, Ill,not in squad,not in squad,not in squad,0,0,0,not in squad,0
Arjen Robben,0,0,0,0, Influenza,0,0,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Sciatic Problem, Sciatic Problem, Sciatic Problem,0,0,0,0,0,0,0,0,0, Pinched nerve,0,0,0,0, Tear in the abductor muscle, Tear in the abductor muscle, Tear in the abductor muscle
Dennis Aogo,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Abdominal Influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension
Philipp Max,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension
Alexander Hack, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury, Fitness, Fitness, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Fitness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pierre-Emerick Aubameyang,0,0,0,0,0,0,0,0,0,0,0,Suspended,0, Indirect card suspension,0,0,0,special leave,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin Stambouli, Red card suspension, Red card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yann Aurel Bisseck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marcel Tisserand,0,0, Thigh Problems, Thigh Problems,0,0,0,0,0,0,0,0,0, Flu, Ill, Fitness,0,0,0,0,0, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, Fitness, Fitness,0,0,0, torn tendon, torn tendon
Marcel Benger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ismail Jakobs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Noel Knothe,With U19,With U19,With U19,With U19,not in squad,With U19,With U19,With U19,not in squad,With U19,With U19,With U19,With U19,With U19,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With U19,With U19,With U19,With U19,not in squad,With U19,With U19,With U19,With U19,With U19,With U19,With U19,With U19,not in squad
Diego Demme, Fitness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cold,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Kimmich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bruise,0,0,0,0,0,0,0,0,0,0
