0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Alexander Nübel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian Lustenberger,0,0,0,0,0,0,0,0,0, Minor Knock,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Knee Problems,0,0,0,0
Leon Balogun,0,0,0,0,0,0,0,0,0,0,0, Hand fracture, Hand fracture,not in squad,0,0,0,0,not in squad,not in squad,not in squad,0,0,0,0, Indirect card suspension,0,0,0,0, Bruised Rib, Bruised Rib, Bruised Rib, Bruised Rib
Simon Falette,0,0,0,0,0,0,0, Red card suspension, Red card suspension,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,not in squad,0,0,0,0, Yellow card suspension,0,not in squad,not in squad
Rune Jarstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,0,0,0,0,0,0,0,0,0,0,0,0,0
William,not in squad,0,0,0,0,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0, Indirect card suspension,0,0,0,0,0,0,0,0
Albin Ekdal,0,0,0,0, Back trouble, Back trouble,0,0, Back trouble,0,0, Thigh Problems, Thigh Problems, Thigh Problems,0,0,0, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury,0,0,not in squad,not in squad,not in squad,not in squad, Knee Injury, Knee Injury,0,0,0,0,0,0
David Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Bone edema, Bone edema, Bone edema, Bone edema, Bone edema, Bone edema,0,0,0,0,0,0,0,0,0,0,0,0
Bjarne Thoelke, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Medial Collateral Ligament Knee Injury, Fitness, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team
Ja-cheol Koo,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0, Cold,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury, Medial Collateral Ligament Injury
Fabian Frei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stefan Bell,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension, Infection, Infection,0,0,0,0,0,0,0,0,0, Patella problems,0, Thigh Problems, Thigh Problems, Thigh Problems,0,0,0
Edgar Prib, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Fitness, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture
Breel Embolo,0,With the 2nd team,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0, Muscle Injury, Muscle Injury,not in squad
Charles Aránguiz,0,0,0,0,0,0,0, Torn muscle bundle,0,0,0,0,0,0, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amine Harit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0
Gaëtan Bussmann, Torn Muscle Fibre, Torn Muscle Fibre, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness,not in squad,0,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad
Kevin Danso,0,With the 2nd team,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0, Torn Ankle Ligament, Torn Ankle Ligament,0,0,0,0,0,0,0, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament, Ruptured syndesmotic ligament,0,0,0,0
Mahmoud Dahoud,0,0,0,0,0,0,0,0, Influenza, Neck bruise, Neck bruise,0,not in squad,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad
Brady Scott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ádám Szalai,0,0, Tear in the abductor muscle, Tear in the abductor muscle, Tear in the abductor muscle, Tear in the abductor muscle, Tear in the abductor muscle, Tear in the abductor muscle, Tear in the abductor muscle, Tear in the abductor muscle, Fitness,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florian Niederlechner,0,0,0,0,0,0,0,0,0,0, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap
Pablo Insua, Fitness,0,0, Minor Knock, Minor Knock,0, Heart Condition, Heart Condition, Heart Condition, Heart Condition, Heart Condition, Heart Condition, Heart Condition, Heart Condition, Heart Condition, Heart Condition, Heart Condition, Heart Condition, Heart Condition, Fitness, Fitness, Fitness, Fitness, Fitness,0, Fitness,0,not in squad,not in squad,not in squad,not in squad,0,0,not in squad
Nuri Sahin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carlos Mané, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery,not in squad, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon, torn tendon
Elvis Rexhbecaj,0,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,0,not in squad,not in squad,not in squad,0,With the 2nd team,0,0,0,0,0,not in squad,not in squad,0,0,0,not in squad,0,0
Guido Burgstaller, Bruised Foot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0
Marvin Compper,0,0,not in squad,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeffrey Bruma, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery, Fitness, Fitness, Fitness, Fitness, Fitness, Fitness,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0, Virus Infection, Virus Infection, Knee Problems, Knee Problems,0,0
Marcel Halstenberg,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0, Fractured Hand, Fractured Hand, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture
Jonathan Schmid,0,0,0,0,0,not in squad,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mandela Egbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benno Schmitz,0,not in squad,not in squad,0,0,not in squad,not in squad,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,0,not in squad,not in squad,0,not in squad,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,not in squad
Leon Goretzka,0,0,0,0,0,0,0,0,0, Hip problems, Hip problems, Hip problems,0,0, Foot Injury, Foot Injury, Foot Injury, Foot Injury,0,0,0,0,0,0, Hip problems,0,0,0,0,0,0,0,0,0
Jérôme Gondorf,0,0,0,0,0,0,0, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury,0,0,0,0, Ill,0,0,0,0,0,0,0,0,0, Appendectomy, Appendectomy, Appendectomy,0,0,0,0,0,0
Philipp Tschauner,0,0,0,0,0,0,0,0,0,0,0, Ill,0,0,0,0,0, Ill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alexander Groiß,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan de Guzmán,0,0,0,0,0,0,0, Muscular problems,0,0, Acromioclavicular Separation, Acromioclavicular Separation, Acromioclavicular Separation, Acromioclavicular Separation, Acromioclavicular Separation, Acromioclavicular Separation, Acromioclavicular Separation, Acromioclavicular Separation, Acromioclavicular Separation, Acromioclavicular Separation, Acromioclavicular Separation, Fitness, Fitness, Fitness,0,0,0,0,0,0,0, Thigh Muscle Strain, Thigh Muscle Strain,0
Jiri Pavlenka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Péter Gulácsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Fabián, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Lumbar vertebrae problems, Fitness, Fitness, Fitness,0,0,not in squad,0,0, Influenza,not in squad,0,0,0,0,0,0,not in squad
Max Meyer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,not in squad,special leave,special leave
Raffael,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Cals Sclerosis, Cals Sclerosis,0, Cals Sclerosis, Cals Sclerosis, Cals Sclerosis, Cals Sclerosis,0,0,0,0,0,0,0,0
Sebastian Langkamp,0,0,0,0,0,0, Calf Problems, Calf Problems, Calf Problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marco Friedl,0,0,0,With the 2nd team,0,0,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,0,0, Knock, Knock, Knock,not in squad,not in squad,0,0,With the 2nd team,0,not in squad,0,0,0,0,0,0,0,0,0,0
Tom Starke,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danny Blum, Tonsillitis, Tonsillitis, Angina,not in squad,not in squad,not in squad, Calf Problems,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0, Calf Problems, Calf Problems, Calf Problems, Calf Problems, Fitness, Fitness, Fitness,0,0,not in squad,not in squad,not in squad,not in squad, Inflammation, Inflammation, Inflammation
Marcel Schmelzer, Ruptured ankle aigament, Ruptured ankle aigament,0, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Rest ,0,0,0,0,0,0,0,0, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury,0,0,0,0,0,0,0,not in squad,0,0,0
Vasilije Janjicic,0,With the 2nd team,0,0,0,0,0,0, Virus Infection, Virus Infection,0,0,0,0,not in squad,not in squad,0,0,0,0,not in squad,0,0,not in squad,not in squad,0,With the 2nd team,0,With the 2nd team,not in squad,not in squad,With the 2nd team,With the 2nd team,With the 2nd team
Waldemar Anton,0,0,0,0,0,0,0,0,0,0,0, Bruised Knee,0,0,0,0,0,0,0,0,0,0, Influenza,0,0,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury,0,0
Shawn Parker,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad
Kevin Vogt,0,0, Minor Knock,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Abdominal Influenza,0,0,0,0,0
Miiko Albornoz, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle, Torn muscle bundle,not in squad,0,0,0,0,0,not in squad,0,0,0,not in squad,not in squad,not in squad,0,0,not in squad,0,0,0,0,0,0,0,0,0,0
Alfred Finnbogason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Achilles tendon problems,0,0, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury, Calf Injury,0,0,0,0
Marco Reus, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Cruciate Ligament Rupture, Fitness, Fitness, Fitness, Fitness,0,0,0,0,0, Muscular problems, Muscular problems,0,0,0,0,0,0
Rafinha,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0
Pawel Olkowski,not in squad,not in squad,not in squad,With the 2nd team,With the 2nd team,0,0,0,0,0,0,With the 2nd team,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad
Paul Jaeckel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luka Jovic,not in squad,0,0,0,0,0,0, Ill,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jorge Meré,not in squad,not in squad,0,0,0,0,not in squad, Hip problems, Hip problems,not in squad,not in squad,0,0,0, Strain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0
Yevhen Konoplyanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0
Niklas Moisander, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre, Torn Muscle Fibre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Yellow card suspension,0,0, Thigh Problems, Thigh Problems,0
Ron-Thorben Hoffmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mergim Mavraj, Cervical spine injury,0, Indirect card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Influenza,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended,Suspended
Marcel Risse,0,0, Muscular problems,0,0, Meniscal Injury, Meniscal Injury, Meniscal Injury, Meniscal Injury, Meniscal Injury, Fitness, Meniscal Injury, Meniscal Injury, Meniscal Injury, Meniscal Injury, Meniscal Injury, Meniscal Injury, Fitness, Fitness, Fitness, Fitness,0,0,0,0,0,0,0,not in squad,0,0,0,0,0
Kilian Jakob,0,0,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,With the 2nd team, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap, Fractured Kneecap
Meris Skenderovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niclas Stierlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manuel Akanji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0
Cedric Teuchert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,0,0, Knee Problems, Knee Problems,not in squad,not in squad,0,not in squad,0,0,0,0,0
Timo Horn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leon Bätge, Syndesmotic ligament tear, Syndesmotic ligament tear, Fitness,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad
Valentino Lazaro, Ruptured ankle aigament, Ruptured ankle aigament, Fitness,not in squad,With the 2nd team,With the 2nd team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,not in squad
Omar Mascarell, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Fitness, Fitness, Fitness, Fitness, Fitness,0,0,0,0,0, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Foot Injury, Hairline crack in the foot, Hairline crack in the foot, Hairline crack in the foot,0,0,0,0
Lukas Klostermann,0,0,0,0,not in squad,0,0, Thigh Problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0
Florian Mayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timothy Tillman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Pulisic,0,0,0,0,0,0,0,0,0,0,0, Muscular problems,0,0,0,0,0, Shin bone bruise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastian Oczipka,0,0,0,0,0, Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0
Aílton,0,0,0,0,0,0, Ruptured ligaments, Ruptured ligaments,0,0,0,0,0,not in squad,0,not in squad,not in squad, Ankle problems, Ankle problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaylen Hinds,0, Flu,not in squad,not in squad,not in squad,0,0,0,not in squad, Abdominal Influenza,0,not in squad, Bronchitis,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad, Problems with the hip flexor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Klinsmann, Torn Ankle Ligament, Torn Ankle Ligament, Fitness, Fitness, Fitness, Fitness, Fitness,With the 2nd team,not in squad,With the 2nd team,With the 2nd team,With the 2nd team,not in squad,With the 2nd team,0,not in squad,not in squad,not in squad,0,not in squad,0,not in squad,With the 2nd team,not in squad, Toe Injury, Toe Injury,not in squad, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury, Shoulder Injury,not in squad
Jhon Córdoba,0,0,0,0,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Fitness, Fitness,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,not in squad
Jordan Torunarigha,0,0,With the 2nd team,With the 2nd team,With the 2nd team,With the 2nd team,0,0,0,0,0,0,0,0,not in squad,0,0, Red card suspension,not in squad,0,0,0,0,0, Influenza,With the 2nd team,not in squad,With the 2nd team,0, Bruised Hip,0,0, Yellow card suspension,0
Michael Zetterer, Eye Injury,0,0,0,0,0,0,0,0,0,0, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury, Wirst Injury
André Hahn,0,0,0,0,0,0,0,0,0,0,0,0, Flu,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad
Christoph Janker,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Zulj, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis, Pubitis, Fitness,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,not in squad,not in squad,0,0,not in squad,0,not in squad,0,0,0
Pascal Breier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corentin Tolisso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Shin bone bruise,0,0,0, Shin bone bruise,0,0,0
Maximilian Mittelstädt, Foot Injury, Fitness, Corona-Virus, Corona-Virus, Indirect card suspension, Corona-Virus, Corona-Virus, Corona-Virus, Nasal Bone Fracture, Corona-Virus,0,0,0,0,0, Corona-Virus, Corona-Virus,0,0, Corona-Virus,0,0,0,0,0,0,0,0, Problems with the right hip flexor, Problems with the right hip flexor, Problems with the right hip flexor, Problems with the right hip flexor,0,0
Holger Badstuber,0,0, Tear in the abductor muscle, Tear in the abductor muscle, Tear in the abductor muscle,0,0,0,0, Thigh Muscle Strain, Thigh Muscle Strain,0,0,0,0,0,0,0,0, Adductor problems, Adductor problems,0,0,0,0,0,0,0,0,0,0,0,0,0
Caglar Söyüncü,0,0,0,0,0,0,0,0,0,0, Red card suspension,not in squad,0,0, Muscular problems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Indirect card suspension, Knock,0
Niklas Lomb,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad
Alexander Rossipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zlatko Junuzovic, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems,0,0,0,0,0,0, Muscular problems,0,0,0, Calf Problems,0,0,0,0,0, Muscular problems,0,0,0,0,0,0,0,0,0,0,0
Stephan Ambrosius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arturo Vidal,0,0,not in squad,0,0,0, Muscular problems, Calf muscle strain,0,0,0,0,0,0,0,0,0,0,0,0, Infection,0, Yellow card suspension,0,0,0,0, Thigh Problems, Knee inflammation , Knee inflammation , Knee Surgery, Knee Surgery, Knee Surgery, Knee Surgery
Havard Nordtveit,0,0,0,0,0,0,0,0, Knee Problems, Knee Problems,0,0,not in squad,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,not in squad
Yuya Osako, Ligament Injury,0,0,0,0,0,0,0,0,0,0,0,0,0, Indirect card suspension, Pneumonia, Pneumonia,0,0,0, Influenza, Ill,0,0,0,0,0,0,0,0,0,0,0,0
Jens Grahl,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0
Anthony Ujah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orel Mangala,0,0,0,0,0,0,0,0,0, Calf muscle strain,0,0,0,0,0,0,not in squad,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
