,0
Danny da Costa,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle problems', '\xa0Ankle problems', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Mats Hummels,"['\xa0Abdominal Influenza', '\xa0Abdominal Influenza', '\xa0Ankle problems', 'not in squad', 'not in squad', '\xa0Ankle problems']"
Alexander Schwolow,['not in squad']
Amine Harit,"['not in squad', '\xa0Red card suspension', 'not in squad', 'International match', 'not in squad']"
Nils Petersen,['International match']
Mahmoud Dahoud,['\xa0Muscular problems']
Meris Skenderovic,"['not in squad', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble']"
Ba-Muaka Simakala,"['not in squad', 'With youth team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With youth team', 'With the 2nd team', 'With youth team', 'With the 2nd team', 'With youth team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With youth team', 'With youth team', 'With youth team', 'With youth team', 'With youth team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'not in squad']"
Chris Führich,[]
Corentin Tolisso,"['not in squad', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Renat Dadashov,"['\xa0Knock', '\xa0Knock', '\xa0Knock', '\xa0Minor Knock', '\xa0Minor Knock']"
André Hahn,[]
Julius Kade,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', 'With the pros', 'With the 2nd team', 'With the pros']"
Jannik Huth,"['With the 2nd team', 'not in squad', 'International match']"
Per Ciljan Skjelbred,"['\xa0Muscle Injury', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Thigh Muscle Strain']"
Ousmane Dembélé,['\xa0Yellow card suspension']
Jordan Beyer,[]
Fabian Reese,"['With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'International match', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team']"
Sascha Riether,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Filip Kostic,"['\xa0groin strain', '\xa0Yellow card suspension']"
Jérôme Gondorf,"['\xa0Knee Problems', 'not in squad', 'not in squad', '\xa0Yellow card suspension', '\xa0Ankle problems']"
Theodor Gebre Selassie,[]
Christoph Janker,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Timothy Tillman,"['\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Maximilian Arnold,"['\xa0Yellow card suspension', 'not in squad', '\xa0Appendectomy']"
Lars Stindl,"['\xa0Influenza', '\xa0Yellow card suspension', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Indirect card suspension', '\xa0Muscular problems']"
Simon Terodde,"['\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Muscular problems']"
Florian Baak,"['With the pros', '\xa0Minor Knock', '\xa0Minor Knock', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', '\xa0Medial Collateral Ligament Injury', 'not in squad', 'With the 2nd team', 'With the pros']"
Berkay Özcan,"['not in squad', 'not in squad', 'not in squad', 'With U19', 'With U19', 'With U19', 'not in squad']"
Philipp Klement,"['With the 2nd team', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'not in squad', 'not in squad']"
Alexander Meyer,"['\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury']"
Ramazan Özcan,[]
Maurice Covic,"['not in squad', 'With the 2nd team', 'not in squad', 'With the 2nd team', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team']"
Martin Harnik,"['\xa0Torn Muscle Fibre', '\xa0Calf Problems', '\xa0Yellow card suspension']"
Roman Weidenfeller,[]
Roman Bürki,"['\xa0Hand fracture', '\xa0Hand fracture', '\xa0Hand fracture', '\xa0Hand fracture', '\xa0Hand fracture', '\xa0Hand fracture', '\xa0Hand fracture', '\xa0Hand fracture']"
Jonathan de Guzmán,"['not in squad', 'not in squad', 'not in squad']"
Arne Maier,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', '\xa0Medial Collateral Ligament Knee Injury', 'With the pros', 'With the 2nd team']"
Justin Möbius,"['\xa0Minor Knock', 'With the pros', '\xa0Minor Knock', 'With the pros', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', 'With the pros', 'With the pros', 'not in squad', 'not in squad']"
Timo Horn,"['\xa0Muscle Injury', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Meniscus Damage', '\xa0Fitness', '\xa0Fitness', 'International match', '\xa0Meniscus Damage']"
Samuel Sahin-Radlinger,[]
Yussuf Poulsen,"['\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Torn muscle bundle']"
Ademola Lookman,"['not in squad', 'International match', 'International match', 'International match', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Izet Hajrovic,"['not in squad', 'not in squad', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'not in squad']"
Kevin-Prince Boateng,"['\xa0Ankle Injury', '\xa0Red card suspension', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Yellow card suspension', '\xa0Yellow card suspension', '\xa0Minor Knock', '\xa0Indirect card suspension', '\xa0Muscular problems', '\xa0Muscular problems']"
Marcel Schmelzer,"['\xa0Pulled hamstring at the adductors', '\xa0Pulled hamstring at the adductors', '\xa0Pulled hamstring at the adductors', '\xa0Knee Problems', '\xa0Back trouble', '\xa0Pulled hamstring at the adductors', '\xa0Pulled hamstring at the adductors', '\xa0Infection', '\xa0Pulled hamstring at the adductors']"
David Alaba,['\xa0Abdominal Influenza']
Nigel de Jong,"['not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Indirect card suspension', '\xa0Calf Injury', '\xa0Calf Injury', 'not in squad', 'not in squad']"
Levin Öztunali,"['\xa0Thigh Problems', '\xa0Thigh Problems', 'not in squad']"
Fiete Arp,"['\xa0Yellow card suspension', 'With U19', 'With U19', 'not in squad', 'not in squad']"
Joel Pohjanpalo,"['\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', '\xa0Metatarsal Fracture', 'not in squad', '\xa0Metatarsal Fracture']"
Rick van Drongelen,"['\xa0Knock', 'not in squad']"
Valentin Stocker,"['\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', 'not in squad', 'not in squad']"
Stefan Ilsanker,['\xa0Yellow card suspension']
Ron-Thorben Hoffmann,"['\xa0Concussion', '\xa0Concussion', 'not in squad', 'With the 2nd team']"
Benjamin Henrichs,"['\xa0Thigh Problems', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Robin Hack,"['\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad']"
Florian Kath,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', 'not in squad', 'not in squad', 'not in squad', '\xa0Ruptured syndesmotic ligament', 'not in squad']"
Florian Mayer,"['With the 2nd team', 'With the 2nd team']"
Kingsley Coman,"['\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Muscular problems', '\xa0Capsular rupture in the ankle', '\xa0Capsular rupture in the ankle', '\xa0Capsular rupture in the ankle', '\xa0Capsular rupture in the ankle', '\xa0Capsular rupture in the ankle', '\xa0Capsular rupture in the ankle', '\xa0Ankle Injury', '\xa0Fitness', '\xa0Capsular rupture in the ankle', '\xa0Capsular rupture in the ankle', '\xa0Tear in a joint capsule', 'not in squad']"
Julian Schuster,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', '\xa0Knee Problems']"
Jeffrey Bruma,"['\xa0Red card suspension', '\xa0Yellow card suspension', '\xa0Strain', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery', '\xa0Knee Surgery']"
Stefan Kießling,"['\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', 'not in squad', 'not in squad', 'not in squad', '\xa0Hip Injury', 'not in squad', 'not in squad', '\xa0Hip problems', '\xa0Hip Injury']"
Mario Götze,"['\xa0Calf muscle strain', '\xa0Knee Problems', '\xa0Adductor problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Knee Problems', '\xa0Muscular problems', '\xa0Ill', '\xa0Ill', '\xa0Ill', '\xa0Calf muscle strain', '\xa0Adductor problems', '\xa0Ill', '\xa0Ill', '\xa0Ill']"
Leonardo Bittencourt,"['\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Hamstring Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Tendon crack', '\xa0Tendon crack', '\xa0Tendon crack', '\xa0Tendon crack', '\xa0Tendon crack', '\xa0Tendon crack', 'not in squad', '\xa0Ankle Injury']"
Sahverdi Cetin,"['not in squad', 'International match']"
Ismail Jakobs,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Kenan Karaman,['\xa0Stretched Ligament']
Kwasi Okyere Wriedt,"['not in squad', '\xa0Yellow card suspension']"
Matija Nastasic,"['\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle', 'not in squad', '\xa0Yellow card suspension', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', 'not in squad', '\xa0Tear in the abductor muscle', 'not in squad']"
Johannes Eggestein,"['With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', '\xa0Thigh Problems', '\xa0Thigh Problems', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', '\xa0Influenza', 'not in squad', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament', '\xa0Ruptured syndesmotic ligament']"
Marin Sverko,"['\xa0Fitness', '\xa0Fitness', 'not in squad', 'not in squad', 'With U19', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', '\xa0Muscular problems', 'With the pros', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'With the pros', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre']"
Jaroslav Drobny,"['\xa0Broken wrist', '\xa0Broken wrist', '\xa0Broken wrist', '\xa0Broken wrist', '\xa0Broken wrist', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Fitness', '\xa0Fitness']"
Ibrahima Traoré,"['\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0Thigh Muscle Strain', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', 'With the 2nd team', 'not in squad', '\xa0Thigh Muscle Strain', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0torn tendon', '\xa0Thigh Muscle Strain', '\xa0torn tendon', '\xa0torn tendon']"
Philipp Max,"['not in squad', 'not in squad', '\xa0Hamstring Injury', 'International match']"
Philipp Tschauner,"['\xa0Tear in the abductor muscle', '\xa0Tear in the abductor muscle']"
Breel Embolo,"['\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Bone edema', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury']"
Manuel Gulde,"['\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', 'not in squad', '\xa0Calf muscle strain', '\xa0Calf muscle strain', '\xa0Patella problems', '\xa0Patella problems', '\xa0Patella problems', '\xa0Red card suspension']"
Koen Casteels,['not in squad']
Bastian Oczipka,"['\xa0Yellow card suspension', '\xa0Ankle problems']"
Marcel Benger,['not in squad']
Leon Goretzka,"['\xa0Concussion', 'not in squad', 'not in squad', '\xa0Stress response of the bone', 'not in squad', 'not in squad', 'not in squad', '\xa0Concussion']"
Thomas Kraft,"['\xa0Hand Injury', '\xa0Cold']"
Aleksandar Dragovic,"['not in squad', '\xa0Muscle Injury', '\xa0Muscle Injury', '\xa0Muscle Injury', 'not in squad', 'not in squad']"
Miiko Albornoz,['\xa0Back trouble']
Arjen Robben,"['\xa0Pulled hamstring at the adductors', '\xa0Pulled hamstring at the adductors', '\xa0Thigh Problems', 'not in squad', 'not in squad', '\xa0Thigh Problems', '\xa0Pulled hamstring at the adductors', '\xa0Pulled hamstring at the adductors']"
Federico Palacios,"['With the pros', 'With the pros', 'With the pros', 'not in squad']"
Alexander Meier,"['not in squad', '\xa0Cold', '\xa0Influenza', '\xa0Heel pain', '\xa0Heel pain', '\xa0Heel pain', '\xa0Heel pain', '\xa0Heel pain', '\xa0Heel pain', '\xa0Heel pain', '\xa0Fitness', 'not in squad', '\xa0Heel pain']"
Sebastian Maier,"['not in squad', 'not in squad', '\xa0Yellow card suspension', 'not in squad']"
Alexander Isak,"['No eligibility', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'No eligibility', 'No eligibility', 'No eligibility', 'No eligibility', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Ralf Fährmann,['not in squad']
Guido Burgstaller,['\xa0Indirect card suspension']
Tim Kleindienst,"['\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Yellow card suspension', '\xa0Ruptured intraarticular ligament initiation in knee']"
Marwin Hitz,"['\xa0Hip Injury', 'not in squad']"
Thiago,"['\xa0Muscular problems', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', '\xa0Minor Knock', '\xa0Minor Knock']"
Ádám Szalai,"['not in squad', 'not in squad', 'not in squad']"
Kevin Danso,"['\xa0Indirect card suspension', 'With the pros', '\xa0Indirect card suspension', '\xa0Yellow card suspension', 'With the pros']"
Jérôme Boateng,"['\xa0Torn muscle bundle', '\xa0Torn muscle bundle', '\xa0Muscular problems', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Fitness', '\xa0Fitness', '\xa0Adductor problems', 'not in squad', 'not in squad', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad', '\xa0Torn muscle bundle', '\xa0Shoulder Injury', '\xa0Fitness', '\xa0Torn muscle bundle']"
Lukasz Piszczek,"['\xa0Rest ', '\xa0Knee Problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Back trouble', '\xa0Adductor problems', '\xa0Rest ']"
Fabian Johnson,"['International match', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Fitness', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', '\xa0Cold', '\xa0Torn Muscle Fibre']"
Danny Blum,"['\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Ruptured intraarticular ligament initiation in knee', '\xa0Medial Collateral Ligament avulsion ', '\xa0Medial Collateral Ligament avulsion ', '\xa0Medial Collateral Ligament avulsion ', '\xa0Medial Collateral Ligament avulsion ', '\xa0Medial Collateral Ligament avulsion ', '\xa0Medial Collateral Ligament avulsion ', '\xa0Medial Collateral Ligament avulsion ', '\xa0Fitness', 'not in squad', '\xa0Abdominal Influenza', 'not in squad', 'not in squad', '\xa0Ruptured intraarticular ligament initiation in knee', 'not in squad']"
Marvin Compper,"['\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Tear in a joint capsule', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Gojko Kacar,"['not in squad', 'not in squad', 'not in squad', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', 'not in squad']"
Felix Klaus,"['\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Anthony Ujah,"['no information available', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']"
Jesper Verlaat,"['\xa0Hip Injury', '\xa0Concussion', '\xa0Yellow card suspension']"
João Queirós,[]
Philipp Ochs,"['With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', '\xa0Torn Muscle Fibre', '\xa0Torn Muscle Fibre', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'International match', 'With the 2nd team']"
André Schürrle,"['\xa0Twisted knee', '\xa0Twisted knee', 'not in squad', '\xa0Twisted knee', '\xa0Twisted knee', '\xa0Twisted knee', 'not in squad', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Twisted knee', '\xa0Twisted knee', '\xa0Achilles Irritation', '\xa0Achilles Irritation', '\xa0Twisted knee', '\xa0Achilles Irritation']"
Aaron Hunt,"['not in squad', 'not in squad', 'not in squad', '\xa0Shinbone injury', '\xa0Strain', '\xa0Strain']"
Konstantin Rausch,"['\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Ill', '\xa0Muscular problems']"
Coke,"['\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Fitness', '\xa0Fitness', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Fitness', '\xa0Fitness', 'not in squad', 'not in squad', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament', '\xa0Ruptured cruciate ligament']"
Sejad Salihovic,"['not in squad', 'not in squad']"
Pavel Kaderabek,"['\xa0Calf Problems', 'not in squad', '\xa0Calf Problems', '\xa0Calf Problems', '\xa0Calf Problems', 'With the 2nd team', 'With the 2nd team', '\xa0Lumbago', 'With the 2nd team', '\xa0Indirect card suspension']"
Martin Hinteregger,"['not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad']"
Florian Müller,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the pros', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Adductor problems', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury']"
Tatsuya Ito,[]
