,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,injuries,injured games
47,Phil Jones,0,0,0,0,0,0,0,0,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury,not in squad,0,0,0,0,0,0,0,0,0,0,not in squad,0, Hamstring Injury, Hamstring Injury, Hamstring Injury,0, Hamstring Injury, Hamstring Injury,0,0,not in squad,not in squad,0,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', '\xa0Toe Injury', '\xa0Toe Injury', '\xa0Toe Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', '\xa0Toe Injury', '\xa0Toe Injury', '\xa0Toe Injury', '\xa0Toe Injury', '\xa0Toe Injury', '\xa0Toe Injury', '\xa0Toe Injury', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad']",12
48,Ben Johnson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
49,Leroy Fer,0,0,0,0,0,0,0,0, Yellow card suspension,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery, Achilles tendon surgery,[],0
50,Tim Krul,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'With the 2nd team', 'With the 2nd team', 'No eligibility', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', '\xa0Cruciate Ligament Rupture', 'not in squad', '\xa0Cruciate Ligament Rupture']",19
51,Saido Berahino,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,not in squad,With the 2nd team,not in squad,0,0,not in squad,With the 2nd team,With the 2nd team,not in squad,not in squad,not in squad,"['With the U21s', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', 'Doping ban', 'Doping ban', 'Doping ban', 'Doping ban', 'Doping ban', 'Doping ban', 'Doping ban', 'Doping ban', '\xa0Fitness', '\xa0Fitness', '\xa0Fitness', 'not in squad', '\xa0Fitness']",7
52,Badou Ndiaye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'Called up to national team', 'International match', 'not in squad', '\xa0Yellow card suspension', 'International match', 'International match', 'International match', '\xa0Unknown Injury', '\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad']",3
53,Tommie Hoban, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery, Cruciate Ligament Surgery,"['not in squad', 'not in squad', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', '\xa0Shoulder Injury', 'not in squad']",21
54,Max Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s']",0
55,Boaz Myhill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'With the pros', 'With the pros', 'With the pros', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'not in squad', 'With the pros', 'With the pros', 'With the pros', 'With the pros', 'not in squad']",6
56,Angel Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'not in squad', 'not in squad']",0
57,Santi Cazorla, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery, Ankle Surgery,"['\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', '\xa0Ankle Surgery', 'not in squad', '\xa0Ankle Surgery', '\xa0Ankle Surgery']",43
58,Raheem Sterling,0,0,0, Indirect card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Hamstring Injury, Hamstring Injury,0,not in squad,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
59,Jonjoe Kenny,With the U21s,With the U21s,0,With the U21s,not in squad,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,"['not in squad', 'International match', 'International match', 'not in squad']",0
60,Kelechi Iheanacho,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,not in squad,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
61,Mason Holgate,0,0,0,0,0,0,0,0,not in squad,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,0,0,0,0, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury, Ankle Injury,0,[],0
62,Matty James,0,0,0,0, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems,0,0,0,0,0,0,0,0,0,0,0, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems, Achilles tendon problems,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Rupture', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Cruciate Ligament Rupture', 'not in squad', 'not in squad']",2
63,Phil Bardsley,not in squad,not in squad,0,0,0,0,0,not in squad,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",6
64,Eric Dier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,"['\xa0Unknown Injury', '\xa0Unknown Injury', 'not in squad', '\xa0Unknown Injury']",3
65,Jordan Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,['not in squad'],0
66,Danny Ward,not in squad,not in squad,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury, Back Injury,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,With the 2nd team,not in squad,not in squad,not in squad,not in squad,"['not in squad', 'not in squad', '\xa0Red card suspension']",0
67,Joe Allen,0,0,0,0,0,0,0, Concussion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Yellow card suspension', 'not in squad']",0
68,Renato Sanches,0,0,0,0,0,0,0, Thigh Problems,0, Thigh Problems, Thigh Problems,0,0,0,0,not in squad,not in squad,0,0,0,0,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury,0, Hamstring Injury, Hamstring Injury, Hamstring Injury, Hamstring Injury,0,0,not in squad,"['\xa0Cold', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Cold', 'not in squad', '\xa0Hamstring Injury']",4
69,Sam Field,0,0,0,With the U21s,With the U21s,not in squad,not in squad,not in squad,not in squad,With the U21s,not in squad,not in squad,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,not in squad,0,0,0,not in squad,not in squad,0,0,0,not in squad,With the U21s,0,0,not in squad,not in squad,0,"['not in squad', 'not in squad', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the U21s']",0
70,Aaron Connolly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'International match', 'International match', 'International match', 'International match', 'not in squad', 'not in squad', 'not in squad', 'With the U21s']",0
71,Anthony Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0, Red card suspension,not in squad,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
72,Joe Gomez,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0, Ankle Injury, Ankle Injury, Ankle Injury,0,0,not in squad, Ankle Surgery,"['\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', 'With the 2nd team', 'not in squad', 'With the 2nd team', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'With the 2nd team', 'not in squad', 'not in squad', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', '\xa0Achilles tendon problems', 'With the 2nd team', 'not in squad']",15
73,Dominic Calvert-Lewin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,not in squad,0, Back Injury, Back Injury, Back Injury,"['With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', '\xa0Ankle Injury', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Ankle Injury', 'With the U21s']",7
74,Christian Kabasele,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', '\xa0Hip Injury', 'not in squad', 'not in squad', '\xa0Hamstring Injury']",7
75,Edimilson Fernandes,0,0,0, Sprained Ankle, Sprained Ankle, Sprained Ankle, Sprained Ankle, Sprained Ankle,0,0,0,0,0,0,0,0, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle, Injury to the ankle,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'With the U21s', 'not in squad']",0
76,Chris Löwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,not in squad,0,not in squad,not in squad,not in squad,0,0,0,not in squad,0,0,0,0,0,0,"['\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
77,Petr Cech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,not in squad,0,0,not in squad,"['\xa0Calf Strain', '\xa0Calf Strain', '\xa0Calf Strain', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",3
78,Willy Caballero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['not in squad'],0
79,Danny Welbeck,0,0,0,0,0, Hip Injury, Hip Injury,0, Groin Strain, Groin Strain, Groin Strain,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', 'not in squad', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage', 'not in squad', 'not in squad', '\xa0Toe Injury', 'With the 2nd team', 'not in squad', '\xa0Cartilage Damage', '\xa0Cartilage Damage', '\xa0Cartilage Damage']",28
80,Adrian Mariappa,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'International match', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', '\xa0Knee Injury', 'not in squad']",10
81,Pierre-Emerick Aubameyang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['International match', 'Suspended', '\xa0Calf Problems', '\xa0Adductor problems']",2
82,Robbie Brady,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury, Knee Injury,"['With the pros', 'not in squad', 'not in squad', 'not in squad', '\xa0Red card suspension', '\xa0Red card suspension', '\xa0Red card suspension', 'not in squad', 'not in squad']",0
83,Oliver Norwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
84,Kevin De Bruyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Hamstring Injury', 'not in squad', 'not in squad', '\xa0Hamstring Injury', '\xa0Calf Injury']",3
85,Paul Pogba,0,0,0,0, Thigh muscle rupture, Thigh muscle rupture, Thigh muscle rupture, Thigh muscle rupture, Thigh muscle rupture, Thigh muscle rupture, Thigh muscle rupture,0,0,0,0, Red card suspension, Red card suspension, Red card suspension,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,"['\xa0Yellow card suspension', '\xa0Hamstring Injury', '\xa0Hamstring Injury', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",2
86,Sandro Ramírez,0, Heel Bone Injury,0,0,0,0,0,not in squad,not in squad,not in squad,not in squad,0,0,0,not in squad,not in squad,not in squad,0,0,0,not in squad,not in squad,not in squad,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Thigh Problems', '\xa0Hamstring contusion', '\xa0Hamstring contusion', '\xa0Hamstring contusion', '\xa0Hamstring contusion', '\xa0Hamstring contusion', '\xa0Hamstring contusion', '\xa0Hamstring contusion', '\xa0Thigh Problems']",9
87,Mario Lemina,0,0,0,0,0,0,0,0,0, Ankle Injury, Ankle Injury, Ankle Injury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,not in squad,0,not in squad,0,0,not in squad,"['\xa0Indirect card suspension', 'not in squad', 'not in squad', 'not in squad', '\xa0Flu', 'Called up to national team', 'Called up to national team', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', '\xa0Back trouble', 'not in squad', 'International match', '\xa0Back trouble']",5
88,Kyle Walker,0,0, Indirect card suspension,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,"['not in squad', '\xa0Yellow card suspension', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad', 'not in squad']",0
89,Dujon Sterling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['not in squad', 'not in squad', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'With the U21s', 'not in squad', 'With the U21s', 'not in squad', 'With the U21s', 'With the U21s']",0
90,Aaron Cresswell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Knee Injury', '\xa0Indirect card suspension', '\xa0Groin Strain', 'not in squad', 'not in squad', '\xa0Knee Injury']",13
91,Sam Vokes,0,0,0,0,0,0,0,0,not in squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['not in squad'],0
