,Press_int,Tackles,Interceptions,Blocks_int,Completed Passes,Attempted Passes,Distance Passes,Carries_int,Distance Carries,0
2606,15.0,0.0,0.0,1.0,9.0,15.0,29.0,12.0,6.0,False
2607,6.0,0.0,1.0,1.0,10.0,13.0,3.0,9.0,1.0,False
2608,11.0,0.0,0.0,0.0,14.0,17.0,10.0,19.0,54.0,False
2609,5.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,3.0,False
2610,4.0,0.0,0.0,1.0,11.0,14.0,8.0,12.0,29.0,False
2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2612,0.0,0.0,0.0,0.0,2.0,4.0,0.0,9.0,16.0,False
2613,11.0,0.0,0.0,1.0,20.0,23.0,87.0,32.0,131.0,False
2614,15.0,0.0,0.0,0.0,15.0,21.0,26.0,23.0,37.0,False
2615,5.0,0.0,0.0,0.0,13.0,20.0,11.0,22.0,63.0,False
2616,13.0,0.0,0.0,1.0,9.0,11.0,4.0,13.0,8.0,False
2617,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
2618,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
2619,5.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,False
2620,2.0,0.0,0.0,0.0,7.0,9.0,0.0,9.0,8.0,False
2621,16.0,0.0,0.0,1.0,12.0,18.0,42.0,13.0,6.0,False
2623,3.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,10.0,False
2624,28.0,0.0,1.0,2.0,6.0,9.0,9.0,7.0,27.0,False
2625,3.0,0.0,0.0,1.0,9.0,12.0,44.0,11.0,10.0,False
2626,2.0,0.0,1.0,0.0,5.0,6.0,11.0,3.0,2.0,False
2627,1.0,0.0,0.0,0.0,3.0,6.0,7.0,6.0,4.0,False
2628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2629,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,False
2636,2.0,0.0,0.0,1.0,3.0,5.0,7.0,3.0,0.0,False
2637,3.0,0.0,1.0,0.0,3.0,3.0,0.0,2.0,0.0,False
2638,8.0,0.0,0.0,0.0,7.0,12.0,33.0,7.0,15.0,False
2639,3.0,0.0,0.0,2.0,9.0,15.0,28.0,19.0,94.0,False
2640,3.0,0.0,0.0,1.0,14.0,20.0,53.0,17.0,15.0,False
2641,3.0,1.0,1.0,2.0,36.0,44.0,200.0,31.0,137.0,False
2642,10.0,0.0,1.0,1.0,26.0,40.0,82.0,17.0,42.0,False
2644,3.0,1.0,0.0,0.0,35.0,51.0,142.0,30.0,69.0,False
2648,21.0,3.0,0.0,1.0,22.0,32.0,340.0,12.0,19.0,False
2650,15.0,1.0,1.0,1.0,33.0,51.0,230.0,36.0,104.0,False
2651,6.0,3.0,2.0,0.0,19.0,25.0,97.0,18.0,36.0,False
2655,2.0,0.0,0.0,1.0,18.0,20.0,182.0,14.0,41.0,False
2658,6.0,1.0,4.0,3.0,15.0,23.0,84.0,18.0,64.0,False
2659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2662,10.0,3.0,4.0,5.0,40.0,65.0,226.0,35.0,123.0,False
2663,14.0,1.0,0.0,5.0,41.0,58.0,308.0,36.0,156.0,False
2664,8.0,1.0,2.0,1.0,50.0,62.0,295.0,44.0,142.0,False
2665,2.0,2.0,1.0,2.0,19.0,22.0,139.0,19.0,77.0,False
2666,11.0,5.0,2.0,1.0,42.0,52.0,240.0,43.0,99.0,False
2667,9.0,0.0,5.0,6.0,32.0,42.0,251.0,31.0,40.0,False
2668,17.0,2.0,2.0,1.0,37.0,43.0,417.0,29.0,72.0,False
2669,12.0,0.0,3.0,7.0,47.0,59.0,287.0,41.0,63.0,False
2670,6.0,1.0,0.0,4.0,45.0,64.0,179.0,33.0,48.0,False
2671,11.0,2.0,2.0,3.0,30.0,48.0,350.0,23.0,37.0,False
2672,7.0,5.0,1.0,1.0,23.0,41.0,93.0,15.0,19.0,False
2673,10.0,2.0,0.0,0.0,19.0,32.0,135.0,17.0,54.0,False
2674,4.0,1.0,3.0,0.0,41.0,53.0,313.0,34.0,153.0,False
2675,9.0,5.0,0.0,1.0,17.0,20.0,130.0,17.0,65.0,False
2676,15.0,2.0,1.0,2.0,14.0,18.0,42.0,18.0,76.0,False
2678,0.0,0.0,0.0,0.0,6.0,6.0,12.0,6.0,15.0,False
2680,12.0,0.0,1.0,0.0,9.0,13.0,45.0,8.0,30.0,False
2681,2.0,1.0,0.0,0.0,2.0,2.0,7.0,1.0,5.0,False
2683,5.0,0.0,0.0,0.0,8.0,9.0,24.0,8.0,8.0,False
2684,0.0,0.0,1.0,3.0,4.0,5.0,35.0,6.0,2.0,False
2685,11.0,1.0,0.0,1.0,7.0,9.0,23.0,6.0,16.0,False
2689,4.0,2.0,3.0,7.0,29.0,39.0,410.0,24.0,52.0,False
2696,2.0,0.0,0.0,1.0,1.0,3.0,32.0,1.0,0.0,False
2702,12.0,6.0,4.0,1.0,14.0,27.0,39.0,10.0,64.0,False
2711,18.0,1.0,2.0,4.0,15.0,27.0,85.0,17.0,62.0,False
2712,20.0,4.0,1.0,1.0,36.0,51.0,169.0,36.0,127.0,False
2713,48.0,7.0,1.0,1.0,24.0,34.0,113.0,23.0,32.0,False
2714,12.0,3.0,2.0,4.0,30.0,39.0,111.0,33.0,80.0,False
2715,34.0,3.0,0.0,2.0,29.0,45.0,176.0,35.0,79.0,False
2716,27.0,4.0,3.0,3.0,28.0,44.0,136.0,29.0,50.0,False
2717,25.0,4.0,1.0,4.0,35.0,48.0,226.0,22.0,62.0,False
2718,24.0,6.0,0.0,1.0,68.0,89.0,235.0,74.0,191.0,False
2719,17.0,2.0,1.0,5.0,30.0,38.0,102.0,30.0,63.0,False
2720,15.0,4.0,4.0,3.0,25.0,39.0,193.0,27.0,34.0,False
2721,30.0,4.0,0.0,1.0,52.0,64.0,223.0,52.0,58.0,False
2722,27.0,2.0,1.0,4.0,23.0,31.0,85.0,25.0,67.0,False
2723,20.0,2.0,1.0,1.0,40.0,49.0,93.0,37.0,63.0,False
2724,17.0,4.0,1.0,3.0,38.0,49.0,248.0,26.0,82.0,False
2725,15.0,2.0,0.0,0.0,40.0,51.0,184.0,32.0,81.0,False
2726,27.0,5.0,3.0,2.0,58.0,75.0,258.0,44.0,143.0,False
2727,29.0,8.0,1.0,0.0,37.0,54.0,76.0,47.0,82.0,False
2728,15.0,4.0,1.0,2.0,25.0,34.0,105.0,33.0,34.0,False
2729,8.0,2.0,2.0,4.0,55.0,68.0,240.0,45.0,169.0,False
2730,25.0,2.0,2.0,1.0,29.0,45.0,123.0,27.0,41.0,False
2731,32.0,5.0,1.0,3.0,40.0,50.0,130.0,40.0,73.0,False
2732,13.0,5.0,0.0,0.0,50.0,59.0,261.0,48.0,81.0,False
2733,37.0,5.0,4.0,3.0,47.0,59.0,211.0,39.0,52.0,False
2734,14.0,5.0,1.0,2.0,37.0,50.0,136.0,31.0,55.0,False
2735,16.0,4.0,1.0,0.0,39.0,51.0,217.0,33.0,48.0,False
2736,28.0,4.0,2.0,1.0,61.0,80.0,214.0,57.0,108.0,False
2737,34.0,7.0,2.0,4.0,20.0,28.0,97.0,19.0,35.0,False
2738,27.0,2.0,1.0,3.0,43.0,61.0,206.0,42.0,67.0,False
2739,16.0,4.0,4.0,4.0,38.0,50.0,185.0,34.0,62.0,False
2740,23.0,4.0,3.0,0.0,44.0,59.0,108.0,40.0,77.0,True
2741,9.0,3.0,3.0,3.0,55.0,72.0,237.0,49.0,136.0,False
2742,18.0,6.0,6.0,3.0,49.0,61.0,172.0,42.0,104.0,False
2743,7.0,3.0,1.0,0.0,22.0,30.0,118.0,26.0,39.0,True
2744,4.0,0.0,0.0,0.0,4.0,4.0,6.0,4.0,9.0,False
2777,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,False
2778,14.0,4.0,4.0,1.0,48.0,54.0,193.0,34.0,40.0,False
2779,33.0,0.0,1.0,0.0,32.0,42.0,49.0,25.0,35.0,False
2780,13.0,1.0,1.0,0.0,46.0,50.0,177.0,42.0,118.0,False
2781,21.0,6.0,3.0,1.0,15.0,22.0,42.0,14.0,45.0,False
2782,17.0,3.0,6.0,4.0,25.0,33.0,85.0,24.0,64.0,False
2783,7.0,1.0,2.0,2.0,48.0,53.0,259.0,38.0,78.0,False
2784,11.0,1.0,3.0,1.0,11.0,15.0,43.0,13.0,16.0,False
2785,25.0,2.0,1.0,1.0,36.0,39.0,111.0,30.0,80.0,False
2787,15.0,5.0,1.0,3.0,60.0,67.0,245.0,50.0,120.0,False
2788,15.0,0.0,0.0,3.0,26.0,29.0,139.0,25.0,54.0,False
2789,25.0,4.0,0.0,1.0,28.0,32.0,70.0,26.0,65.0,False
2790,27.0,6.0,1.0,2.0,71.0,76.0,421.0,65.0,166.0,False
2791,11.0,0.0,2.0,1.0,46.0,58.0,245.0,42.0,110.0,False
2793,12.0,3.0,2.0,1.0,78.0,85.0,422.0,62.0,100.0,False
2794,16.0,4.0,2.0,2.0,30.0,41.0,191.0,15.0,9.0,False
2795,31.0,0.0,1.0,3.0,30.0,41.0,127.0,21.0,34.0,False
2796,44.0,4.0,1.0,4.0,38.0,46.0,115.0,33.0,54.0,False
2797,21.0,5.0,4.0,5.0,42.0,51.0,221.0,42.0,60.0,False
2798,42.0,4.0,1.0,0.0,40.0,53.0,183.0,36.0,103.0,False
2799,22.0,3.0,2.0,2.0,18.0,21.0,54.0,18.0,17.0,False
2800,15.0,3.0,1.0,1.0,108.0,112.0,581.0,95.0,306.0,False
2801,1.0,5.0,5.0,3.0,51.0,66.0,210.0,50.0,88.0,False
2802,19.0,0.0,3.0,4.0,20.0,28.0,84.0,19.0,12.0,False
2803,12.0,2.0,1.0,0.0,67.0,77.0,354.0,63.0,133.0,False
2804,20.0,4.0,1.0,0.0,35.0,52.0,155.0,28.0,33.0,False
2805,10.0,4.0,5.0,4.0,21.0,27.0,75.0,18.0,38.0,False
2806,3.0,4.0,3.0,3.0,35.0,43.0,138.0,38.0,50.0,False
2807,5.0,1.0,9.0,5.0,10.0,16.0,32.0,18.0,40.0,False
2808,17.0,1.0,2.0,2.0,42.0,47.0,162.0,41.0,30.0,False
2809,11.0,1.0,3.0,4.0,78.0,85.0,428.0,66.0,190.0,False
2810,10.0,0.0,1.0,0.0,59.0,67.0,443.0,54.0,417.0,False
2811,4.0,1.0,0.0,2.0,71.0,78.0,516.0,63.0,150.0,True
2812,2.0,1.0,0.0,1.0,78.0,84.0,609.0,71.0,240.0,False
2813,4.0,3.0,0.0,0.0,70.0,78.0,466.0,67.0,375.0,False
2814,4.0,0.0,2.0,1.0,65.0,72.0,395.0,60.0,237.0,False
2816,0.0,0.0,1.0,0.0,42.0,46.0,230.0,33.0,156.0,True
2817,5.0,1.0,0.0,2.0,104.0,111.0,593.0,93.0,372.0,False
2818,0.0,0.0,0.0,1.0,11.0,11.0,44.0,7.0,16.0,True
2820,4.0,2.0,2.0,1.0,86.0,98.0,559.0,73.0,150.0,False
2822,11.0,2.0,2.0,2.0,78.0,90.0,554.0,53.0,120.0,False
2824,3.0,1.0,1.0,0.0,89.0,96.0,664.0,82.0,293.0,False
2825,5.0,0.0,0.0,0.0,117.0,121.0,778.0,107.0,330.0,False
2826,5.0,0.0,0.0,1.0,90.0,94.0,608.0,70.0,189.0,False
2827,3.0,0.0,2.0,1.0,59.0,68.0,343.0,46.0,136.0,False
2828,4.0,3.0,3.0,2.0,58.0,67.0,567.0,39.0,80.0,False
2829,4.0,4.0,1.0,0.0,129.0,137.0,946.0,95.0,242.0,False
2836,5.0,2.0,0.0,1.0,11.0,16.0,55.0,16.0,61.0,False
2837,5.0,3.0,1.0,0.0,52.0,56.0,264.0,51.0,95.0,False
2838,4.0,0.0,0.0,0.0,10.0,15.0,40.0,10.0,8.0,False
2847,5.0,1.0,0.0,0.0,75.0,89.0,422.0,61.0,149.0,False
2848,12.0,1.0,0.0,0.0,45.0,61.0,334.0,43.0,79.0,False
2849,14.0,6.0,0.0,1.0,52.0,63.0,354.0,42.0,104.0,False
2850,20.0,1.0,0.0,4.0,48.0,72.0,435.0,49.0,138.0,False
2852,19.0,1.0,0.0,1.0,27.0,34.0,187.0,30.0,56.0,False
2853,7.0,1.0,0.0,1.0,49.0,68.0,407.0,43.0,105.0,True
2855,15.0,2.0,3.0,2.0,25.0,47.0,160.0,25.0,15.0,False
2856,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,False
2857,13.0,1.0,2.0,5.0,37.0,59.0,356.0,36.0,252.0,False
2858,11.0,1.0,1.0,3.0,64.0,88.0,358.0,73.0,244.0,False
2860,20.0,2.0,0.0,2.0,36.0,49.0,221.0,34.0,122.0,False
2861,11.0,0.0,1.0,0.0,48.0,63.0,332.0,45.0,172.0,False
2862,0.0,0.0,0.0,0.0,6.0,6.0,43.0,5.0,12.0,False
2863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2864,5.0,2.0,2.0,1.0,48.0,66.0,410.0,43.0,68.0,False
2866,4.0,1.0,2.0,2.0,67.0,92.0,499.0,64.0,298.0,False
2867,7.0,3.0,1.0,2.0,86.0,103.0,569.0,67.0,292.0,False
2868,11.0,3.0,0.0,1.0,58.0,73.0,388.0,46.0,102.0,False
2869,13.0,2.0,0.0,1.0,46.0,73.0,463.0,45.0,150.0,False
2870,21.0,5.0,1.0,1.0,32.0,45.0,252.0,30.0,97.0,False
2871,13.0,1.0,0.0,0.0,38.0,63.0,336.0,44.0,197.0,False
2872,6.0,1.0,1.0,1.0,51.0,59.0,389.0,44.0,145.0,False
2873,5.0,0.0,0.0,0.0,66.0,80.0,279.0,48.0,197.0,False
2874,13.0,4.0,4.0,0.0,73.0,82.0,438.0,52.0,96.0,False
2875,9.0,1.0,0.0,1.0,38.0,60.0,234.0,41.0,80.0,False
2876,5.0,1.0,1.0,6.0,43.0,50.0,328.0,37.0,199.0,False
2878,20.0,5.0,3.0,1.0,32.0,52.0,194.0,34.0,164.0,False
2879,8.0,0.0,2.0,1.0,42.0,57.0,211.0,38.0,134.0,False
2880,12.0,2.0,3.0,1.0,43.0,52.0,322.0,39.0,62.0,False
2883,12.0,2.0,1.0,2.0,23.0,30.0,43.0,38.0,60.0,False
2884,10.0,0.0,1.0,1.0,40.0,46.0,213.0,54.0,149.0,False
2885,10.0,0.0,0.0,0.0,24.0,31.0,54.0,40.0,168.0,False
2886,23.0,0.0,3.0,1.0,24.0,31.0,128.0,43.0,211.0,False
2887,8.0,0.0,1.0,0.0,43.0,50.0,82.0,56.0,149.0,False
2888,31.0,1.0,0.0,0.0,16.0,25.0,154.0,39.0,160.0,False
2889,31.0,2.0,2.0,2.0,23.0,29.0,150.0,45.0,203.0,False
2890,11.0,1.0,0.0,2.0,20.0,31.0,82.0,26.0,80.0,False
2891,31.0,7.0,3.0,1.0,26.0,32.0,127.0,32.0,120.0,False
2892,3.0,0.0,0.0,0.0,30.0,41.0,41.0,35.0,94.0,True
2893,18.0,0.0,0.0,1.0,21.0,28.0,37.0,22.0,95.0,False
2894,19.0,1.0,0.0,0.0,42.0,46.0,175.0,53.0,186.0,False
2895,24.0,2.0,1.0,3.0,35.0,43.0,188.0,52.0,201.0,False
2896,27.0,1.0,1.0,2.0,29.0,31.0,135.0,29.0,154.0,False
2897,21.0,0.0,0.0,1.0,21.0,31.0,110.0,31.0,82.0,False
2898,9.0,0.0,0.0,0.0,3.0,5.0,16.0,6.0,100.0,False
2899,10.0,0.0,0.0,1.0,17.0,27.0,31.0,23.0,40.0,False
2900,20.0,1.0,0.0,0.0,19.0,26.0,166.0,34.0,199.0,False
2901,27.0,0.0,1.0,0.0,28.0,33.0,152.0,37.0,203.0,False
2902,18.0,1.0,1.0,0.0,37.0,49.0,79.0,55.0,308.0,False
2903,12.0,1.0,2.0,5.0,42.0,53.0,196.0,61.0,232.0,False
2904,15.0,1.0,1.0,4.0,33.0,42.0,159.0,37.0,133.0,False
2905,24.0,1.0,0.0,1.0,18.0,26.0,68.0,33.0,112.0,False
2906,29.0,5.0,1.0,1.0,40.0,51.0,179.0,56.0,253.0,False
2907,21.0,1.0,1.0,1.0,43.0,57.0,266.0,51.0,150.0,False
2908,7.0,2.0,0.0,1.0,18.0,29.0,101.0,30.0,110.0,False
2909,11.0,3.0,0.0,1.0,33.0,41.0,141.0,41.0,161.0,False
2910,15.0,0.0,1.0,0.0,38.0,47.0,139.0,49.0,193.0,False
2911,10.0,1.0,0.0,1.0,29.0,37.0,106.0,35.0,198.0,False
2912,26.0,0.0,3.0,3.0,26.0,40.0,115.0,34.0,107.0,False
2913,21.0,4.0,2.0,2.0,23.0,32.0,82.0,30.0,44.0,False
2914,13.0,0.0,0.0,1.0,23.0,33.0,115.0,42.0,140.0,False
2915,27.0,1.0,0.0,1.0,27.0,32.0,99.0,32.0,80.0,False
2916,21.0,1.0,1.0,0.0,20.0,25.0,139.0,29.0,104.0,False
2917,9.0,0.0,0.0,0.0,30.0,37.0,144.0,37.0,33.0,False
2918,2.0,0.0,0.0,0.0,8.0,9.0,27.0,11.0,115.0,False
2921,7.0,1.0,0.0,0.0,9.0,11.0,54.0,7.0,18.0,False
2922,5.0,1.0,1.0,0.0,12.0,16.0,45.0,16.0,41.0,False
2923,18.0,1.0,2.0,2.0,33.0,43.0,171.0,34.0,84.0,False
2924,18.0,0.0,0.0,1.0,24.0,37.0,160.0,14.0,29.0,False
2925,14.0,0.0,1.0,0.0,11.0,16.0,24.0,9.0,16.0,False
2926,1.0,0.0,0.0,0.0,1.0,1.0,21.0,1.0,2.0,False
2927,0.0,2.0,1.0,0.0,10.0,16.0,9.0,16.0,55.0,False
2929,2.0,0.0,0.0,1.0,12.0,17.0,61.0,12.0,19.0,False
2935,21.0,0.0,0.0,1.0,26.0,30.0,69.0,31.0,102.0,False
2936,2.0,0.0,0.0,0.0,3.0,4.0,8.0,3.0,4.0,False
2938,11.0,2.0,1.0,0.0,22.0,29.0,101.0,20.0,23.0,False
2939,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,False
2941,17.0,3.0,0.0,1.0,43.0,48.0,85.0,33.0,74.0,False
2942,24.0,1.0,0.0,0.0,9.0,14.0,80.0,8.0,2.0,False
2943,16.0,2.0,1.0,0.0,29.0,36.0,163.0,20.0,29.0,False
2944,11.0,3.0,0.0,2.0,32.0,42.0,155.0,39.0,54.0,False
2945,5.0,2.0,0.0,0.0,24.0,32.0,78.0,27.0,54.0,False
2946,27.0,2.0,2.0,2.0,51.0,62.0,206.0,44.0,85.0,False
2947,4.0,2.0,1.0,0.0,11.0,17.0,92.0,15.0,16.0,False
2948,17.0,1.0,0.0,0.0,42.0,46.0,217.0,40.0,122.0,False
2949,4.0,2.0,0.0,1.0,9.0,13.0,40.0,7.0,4.0,False
2950,3.0,0.0,1.0,0.0,39.0,44.0,239.0,22.0,89.0,False
2960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False
2966,9.0,1.0,3.0,1.0,56.0,70.0,332.0,49.0,94.0,False
2967,12.0,2.0,3.0,1.0,37.0,44.0,175.0,34.0,67.0,False
2968,4.0,2.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,False
2970,1.0,0.0,3.0,0.0,4.0,6.0,15.0,5.0,9.0,False
2971,1.0,1.0,0.0,1.0,6.0,7.0,8.0,13.0,23.0,False
2972,2.0,1.0,0.0,0.0,11.0,12.0,48.0,18.0,42.0,False
2973,5.0,1.0,0.0,0.0,7.0,13.0,53.0,13.0,21.0,False
2974,7.0,1.0,0.0,0.0,11.0,16.0,11.0,22.0,46.0,False
2975,10.0,0.0,0.0,2.0,7.0,12.0,11.0,17.0,35.0,False
2976,8.0,0.0,0.0,0.0,5.0,8.0,4.0,13.0,31.0,False
2977,11.0,0.0,0.0,1.0,11.0,15.0,11.0,15.0,23.0,False
2978,17.0,0.0,0.0,1.0,7.0,15.0,30.0,16.0,22.0,False
2979,12.0,1.0,0.0,0.0,9.0,12.0,18.0,9.0,10.0,False
2980,3.0,0.0,0.0,0.0,10.0,13.0,60.0,14.0,31.0,False
2981,6.0,0.0,0.0,0.0,10.0,15.0,63.0,21.0,99.0,False
2982,7.0,0.0,0.0,0.0,15.0,17.0,70.0,19.0,55.0,False
2983,1.0,0.0,0.0,1.0,3.0,4.0,20.0,5.0,65.0,False
2984,6.0,2.0,0.0,0.0,8.0,13.0,41.0,17.0,35.0,False
2985,2.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,82.0,False
2986,8.0,0.0,0.0,0.0,3.0,4.0,2.0,11.0,49.0,False
2987,12.0,2.0,0.0,0.0,13.0,16.0,24.0,16.0,2.0,False
2988,6.0,0.0,0.0,0.0,11.0,16.0,28.0,24.0,78.0,False
2989,5.0,0.0,0.0,0.0,10.0,12.0,23.0,8.0,5.0,False
2990,8.0,1.0,0.0,0.0,10.0,10.0,46.0,9.0,12.0,False
2993,6.0,0.0,0.0,1.0,5.0,11.0,9.0,8.0,6.0,False
2994,3.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,15.0,False
2995,1.0,0.0,0.0,0.0,2.0,3.0,0.0,6.0,12.0,False
2996,5.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,25.0,False
2997,0.0,0.0,0.0,0.0,1.0,4.0,9.0,6.0,14.0,False
2998,7.0,0.0,0.0,0.0,7.0,10.0,29.0,13.0,27.0,False
2999,7.0,0.0,0.0,0.0,10.0,20.0,26.0,21.0,36.0,False
3000,7.0,0.0,0.0,1.0,4.0,8.0,12.0,5.0,11.0,False
3001,0.0,0.0,1.0,1.0,1.0,1.0,8.0,4.0,94.0,False
3002,2.0,0.0,0.0,2.0,4.0,8.0,6.0,4.0,1.0,False
3003,3.0,0.0,0.0,0.0,6.0,8.0,13.0,9.0,34.0,False
3004,24.0,1.0,0.0,3.0,20.0,26.0,33.0,20.0,78.0,False
3005,10.0,0.0,0.0,2.0,22.0,27.0,54.0,25.0,60.0,False
3006,12.0,0.0,0.0,1.0,21.0,23.0,39.0,20.0,40.0,False
3007,21.0,1.0,0.0,0.0,5.0,7.0,4.0,8.0,25.0,False
3008,15.0,1.0,0.0,2.0,15.0,21.0,52.0,20.0,66.0,False
3010,14.0,1.0,0.0,1.0,21.0,28.0,34.0,18.0,75.0,False
3011,13.0,0.0,0.0,1.0,25.0,30.0,41.0,26.0,69.0,False
3012,2.0,0.0,1.0,0.0,4.0,5.0,0.0,5.0,18.0,False
3013,26.0,1.0,1.0,4.0,30.0,41.0,46.0,36.0,42.0,False
3014,8.0,0.0,0.0,0.0,9.0,11.0,10.0,10.0,15.0,False
3015,12.0,0.0,1.0,1.0,25.0,29.0,53.0,32.0,37.0,False
3016,2.0,1.0,0.0,0.0,4.0,5.0,0.0,7.0,7.0,False
3017,9.0,3.0,1.0,1.0,27.0,42.0,66.0,37.0,79.0,False
3018,1.0,0.0,0.0,2.0,19.0,21.0,40.0,20.0,54.0,False
3019,5.0,2.0,0.0,1.0,17.0,20.0,53.0,24.0,104.0,False
3021,13.0,1.0,1.0,1.0,5.0,7.0,10.0,9.0,14.0,False
3023,10.0,1.0,0.0,2.0,24.0,30.0,29.0,19.0,17.0,False
3024,2.0,1.0,0.0,0.0,6.0,7.0,0.0,4.0,0.0,True
3025,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,False
3026,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
3027,11.0,0.0,0.0,0.0,12.0,16.0,14.0,14.0,72.0,False
3028,9.0,0.0,0.0,1.0,27.0,30.0,24.0,29.0,29.0,False
3029,20.0,1.0,1.0,1.0,37.0,42.0,69.0,32.0,54.0,False
3030,3.0,0.0,0.0,0.0,5.0,5.0,1.0,6.0,13.0,False
3031,22.0,0.0,1.0,0.0,8.0,10.0,13.0,12.0,42.0,False
3032,11.0,0.0,0.0,0.0,21.0,23.0,20.0,19.0,23.0,False
3033,1.0,1.0,3.0,2.0,29.0,32.0,81.0,24.0,31.0,False
3034,13.0,3.0,0.0,1.0,21.0,29.0,16.0,23.0,39.0,False
3035,0.0,0.0,0.0,0.0,4.0,5.0,18.0,10.0,27.0,False
3036,18.0,5.0,0.0,2.0,64.0,72.0,235.0,64.0,118.0,False
3038,2.0,1.0,1.0,0.0,8.0,9.0,34.0,7.0,10.0,False
3039,14.0,0.0,0.0,0.0,67.0,72.0,315.0,70.0,167.0,False
3040,6.0,0.0,0.0,1.0,6.0,7.0,18.0,7.0,11.0,False
3041,22.0,2.0,0.0,2.0,59.0,66.0,277.0,56.0,99.0,False
3049,16.0,1.0,1.0,1.0,93.0,98.0,373.0,96.0,203.0,False
3050,7.0,0.0,1.0,0.0,90.0,91.0,331.0,81.0,215.0,False
3052,14.0,0.0,0.0,2.0,26.0,32.0,91.0,23.0,40.0,False
3055,8.0,0.0,0.0,2.0,66.0,73.0,388.0,57.0,120.0,True
3056,3.0,0.0,1.0,2.0,69.0,78.0,273.0,50.0,124.0,False
3057,29.0,2.0,3.0,2.0,108.0,113.0,331.0,109.0,237.0,False
3058,14.0,1.0,4.0,0.0,74.0,80.0,261.0,78.0,198.0,False
3059,9.0,0.0,0.0,1.0,36.0,38.0,178.0,30.0,123.0,True
3060,11.0,0.0,1.0,2.0,17.0,25.0,208.0,24.0,245.0,False
3061,11.0,1.0,1.0,3.0,8.0,20.0,50.0,24.0,177.0,False
3062,8.0,1.0,0.0,2.0,9.0,19.0,60.0,14.0,74.0,False
3063,5.0,0.0,0.0,0.0,17.0,28.0,50.0,28.0,168.0,False
3064,24.0,1.0,3.0,2.0,12.0,17.0,68.0,17.0,143.0,False
3065,2.0,0.0,0.0,0.0,4.0,9.0,59.0,7.0,26.0,False
3066,15.0,2.0,1.0,1.0,9.0,18.0,33.0,18.0,88.0,False
3068,1.0,0.0,0.0,0.0,4.0,5.0,12.0,4.0,0.0,False
3069,4.0,0.0,0.0,1.0,3.0,5.0,10.0,6.0,40.0,False
3070,2.0,0.0,0.0,0.0,13.0,15.0,55.0,15.0,38.0,False
3071,25.0,0.0,0.0,1.0,19.0,33.0,156.0,30.0,166.0,False
3072,27.0,1.0,4.0,4.0,13.0,27.0,137.0,26.0,141.0,False
3073,14.0,2.0,0.0,3.0,21.0,34.0,265.0,37.0,185.0,False
3074,11.0,0.0,1.0,1.0,30.0,48.0,136.0,41.0,210.0,False
3075,2.0,1.0,2.0,2.0,19.0,28.0,160.0,33.0,130.0,False
3076,9.0,0.0,1.0,2.0,27.0,40.0,170.0,34.0,114.0,False
3077,18.0,0.0,1.0,7.0,20.0,27.0,91.0,36.0,94.0,False
3078,2.0,0.0,0.0,0.0,1.0,4.0,0.0,10.0,90.0,False
3079,15.0,2.0,2.0,1.0,15.0,29.0,107.0,30.0,185.0,False
3080,10.0,0.0,1.0,1.0,35.0,52.0,318.0,46.0,170.0,False
3081,6.0,0.0,0.0,0.0,14.0,25.0,64.0,20.0,62.0,False
3082,21.0,1.0,3.0,2.0,17.0,32.0,137.0,27.0,113.0,False
3083,19.0,3.0,0.0,4.0,10.0,17.0,88.0,15.0,46.0,False
3084,3.0,0.0,0.0,0.0,2.0,4.0,41.0,2.0,2.0,False
3085,4.0,2.0,0.0,0.0,13.0,21.0,42.0,15.0,88.0,False
3086,15.0,2.0,0.0,2.0,18.0,28.0,65.0,33.0,97.0,False
3087,12.0,0.0,0.0,1.0,9.0,16.0,38.0,19.0,173.0,False
3088,15.0,3.0,2.0,3.0,20.0,38.0,144.0,39.0,342.0,False
3089,26.0,0.0,2.0,0.0,18.0,26.0,89.0,23.0,170.0,False
