,Press_int,Tackles,Interceptions,Blocks_int,Completed Passes,Attempted Passes,Distance Passes,Carries_int,Distance Carries,0
3090,19.0,2.0,0.0,3.0,10.0,17.0,113.0,9.0,75.0,False
3093,5.0,0.0,1.0,0.0,27.0,27.0,107.0,21.0,103.0,False
3094,2.0,0.0,1.0,0.0,10.0,10.0,44.0,8.0,7.0,True
3096,2.0,0.0,0.0,0.0,10.0,11.0,47.0,10.0,25.0,False
3098,2.0,3.0,1.0,1.0,17.0,23.0,56.0,19.0,15.0,False
3099,4.0,1.0,1.0,0.0,6.0,7.0,84.0,7.0,14.0,False
3105,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,False
3107,4.0,0.0,0.0,0.0,9.0,14.0,64.0,10.0,30.0,False
3110,2.0,1.0,0.0,1.0,13.0,15.0,33.0,14.0,41.0,False
3111,11.0,8.0,5.0,0.0,45.0,57.0,217.0,50.0,156.0,False
3112,22.0,1.0,2.0,1.0,28.0,36.0,87.0,34.0,36.0,False
3113,11.0,0.0,5.0,0.0,27.0,35.0,200.0,41.0,124.0,False
3114,6.0,0.0,2.0,0.0,10.0,13.0,29.0,13.0,31.0,False
3115,26.0,2.0,0.0,1.0,22.0,29.0,73.0,34.0,102.0,False
3117,7.0,0.0,0.0,1.0,6.0,8.0,12.0,6.0,23.0,False
3119,13.0,1.0,0.0,0.0,6.0,8.0,5.0,9.0,42.0,False
3120,2.0,0.0,0.0,0.0,5.0,7.0,10.0,11.0,13.0,False
3122,1.0,0.0,0.0,0.0,7.0,8.0,22.0,8.0,13.0,False
3123,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,False
3125,1.0,0.0,0.0,0.0,10.0,11.0,30.0,9.0,37.0,False
3126,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,51.0,False
3128,25.0,1.0,0.0,1.0,19.0,23.0,72.0,22.0,68.0,False
3129,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,9.0,False
3130,12.0,0.0,0.0,0.0,16.0,21.0,18.0,18.0,27.0,False
3131,2.0,0.0,0.0,0.0,4.0,7.0,23.0,8.0,18.0,False
3132,8.0,0.0,0.0,0.0,4.0,6.0,11.0,6.0,1.0,False
3134,9.0,0.0,0.0,0.0,8.0,9.0,32.0,7.0,71.0,False
3136,26.0,1.0,1.0,4.0,18.0,28.0,63.0,28.0,109.0,False
3139,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3142,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,False
3144,1.0,0.0,0.0,0.0,5.0,5.0,12.0,4.0,7.0,False
3145,5.0,0.0,0.0,3.0,17.0,25.0,39.0,29.0,55.0,False
3146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3149,1.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,False
3150,12.0,0.0,1.0,1.0,22.0,24.0,52.0,25.0,113.0,False
3151,6.0,0.0,0.0,0.0,9.0,13.0,8.0,13.0,12.0,False
3152,22.0,1.0,1.0,3.0,16.0,23.0,72.0,16.0,54.0,False
3153,40.0,0.0,0.0,4.0,16.0,28.0,16.0,19.0,20.0,False
3154,2.0,0.0,0.0,1.0,13.0,20.0,70.0,14.0,28.0,False
3155,5.0,1.0,0.0,1.0,8.0,10.0,18.0,12.0,20.0,False
3156,2.0,1.0,0.0,0.0,9.0,20.0,50.0,8.0,26.0,False
3157,2.0,2.0,0.0,1.0,12.0,13.0,16.0,7.0,3.0,False
3158,20.0,0.0,1.0,0.0,12.0,19.0,20.0,16.0,18.0,False
3159,11.0,1.0,0.0,1.0,23.0,34.0,67.0,18.0,23.0,False
3160,14.0,1.0,1.0,1.0,20.0,29.0,100.0,20.0,61.0,False
3161,15.0,1.0,1.0,3.0,23.0,32.0,102.0,20.0,13.0,False
3162,13.0,1.0,2.0,1.0,19.0,29.0,59.0,20.0,64.0,False
3163,22.0,0.0,2.0,4.0,24.0,40.0,86.0,31.0,27.0,False
3165,18.0,1.0,0.0,1.0,21.0,32.0,101.0,17.0,17.0,False
3166,5.0,0.0,0.0,1.0,3.0,7.0,24.0,5.0,4.0,False
3167,6.0,0.0,0.0,0.0,21.0,43.0,85.0,20.0,23.0,False
3168,11.0,3.0,0.0,2.0,18.0,36.0,48.0,14.0,9.0,False
3169,12.0,0.0,1.0,3.0,11.0,19.0,0.0,7.0,18.0,False
3170,10.0,0.0,0.0,1.0,26.0,32.0,105.0,30.0,59.0,False
3172,5.0,0.0,0.0,0.0,6.0,6.0,30.0,3.0,12.0,False
3173,16.0,2.0,0.0,0.0,6.0,17.0,34.0,13.0,11.0,False
3174,16.0,0.0,1.0,2.0,22.0,36.0,47.0,22.0,15.0,False
3175,3.0,0.0,0.0,0.0,9.0,10.0,10.0,10.0,17.0,False
3177,1.0,1.0,1.0,0.0,5.0,6.0,22.0,6.0,21.0,False
3178,8.0,1.0,1.0,1.0,8.0,9.0,2.0,10.0,19.0,False
3179,2.0,0.0,0.0,0.0,3.0,5.0,6.0,3.0,0.0,False
3180,0.0,1.0,0.0,0.0,6.0,8.0,33.0,7.0,14.0,False
3181,5.0,1.0,0.0,0.0,4.0,7.0,34.0,3.0,6.0,False
3182,2.0,0.0,0.0,0.0,2.0,5.0,2.0,1.0,0.0,False
3184,1.0,1.0,0.0,0.0,9.0,16.0,1.0,15.0,15.0,False
3185,12.0,3.0,0.0,4.0,31.0,45.0,178.0,32.0,136.0,False
3186,13.0,2.0,1.0,2.0,40.0,57.0,430.0,46.0,206.0,False
3187,15.0,0.0,0.0,2.0,13.0,21.0,22.0,14.0,24.0,False
3188,15.0,2.0,0.0,1.0,17.0,26.0,112.0,29.0,116.0,False
3189,22.0,0.0,1.0,0.0,20.0,25.0,100.0,19.0,75.0,True
3190,9.0,1.0,1.0,0.0,17.0,26.0,76.0,17.0,18.0,False
3191,16.0,0.0,0.0,1.0,14.0,20.0,90.0,21.0,70.0,False
3192,32.0,0.0,1.0,2.0,28.0,44.0,167.0,38.0,113.0,False
3193,3.0,0.0,0.0,0.0,26.0,34.0,86.0,29.0,93.0,False
3194,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,False
3195,3.0,0.0,0.0,1.0,11.0,13.0,101.0,16.0,113.0,False
3196,10.0,2.0,1.0,2.0,21.0,30.0,88.0,28.0,77.0,False
3197,10.0,0.0,0.0,0.0,20.0,26.0,104.0,21.0,104.0,False
3198,21.0,1.0,0.0,3.0,15.0,24.0,72.0,26.0,87.0,False
3199,6.0,1.0,0.0,0.0,36.0,53.0,217.0,48.0,151.0,False
3200,6.0,1.0,0.0,1.0,23.0,33.0,119.0,36.0,153.0,False
3201,12.0,2.0,0.0,2.0,17.0,22.0,161.0,20.0,66.0,False
3202,2.0,0.0,0.0,0.0,43.0,53.0,162.0,49.0,300.0,False
3203,4.0,0.0,0.0,5.0,10.0,12.0,62.0,14.0,83.0,True
3204,5.0,0.0,0.0,0.0,4.0,9.0,16.0,5.0,19.0,False
3207,0.0,0.0,0.0,0.0,6.0,7.0,65.0,5.0,21.0,False
3208,3.0,1.0,0.0,0.0,4.0,5.0,24.0,4.0,36.0,False
3210,8.0,1.0,0.0,0.0,23.0,24.0,56.0,27.0,145.0,False
3211,2.0,0.0,0.0,0.0,10.0,14.0,12.0,9.0,53.0,False
3218,7.0,0.0,3.0,3.0,8.0,13.0,131.0,7.0,45.0,False
3219,4.0,1.0,1.0,2.0,45.0,56.0,317.0,33.0,154.0,False
3220,7.0,1.0,2.0,3.0,54.0,59.0,341.0,48.0,367.0,False
3221,2.0,2.0,2.0,3.0,50.0,62.0,454.0,44.0,341.0,False
3222,9.0,1.0,1.0,4.0,23.0,31.0,150.0,20.0,70.0,False
3223,5.0,2.0,4.0,2.0,34.0,44.0,171.0,32.0,109.0,False
3224,1.0,0.0,5.0,3.0,25.0,31.0,270.0,29.0,170.0,False
3225,3.0,1.0,0.0,2.0,30.0,48.0,226.0,35.0,227.0,False
3226,0.0,2.0,0.0,2.0,15.0,19.0,73.0,20.0,57.0,False
3227,3.0,1.0,1.0,2.0,42.0,54.0,158.0,41.0,227.0,False
3228,5.0,3.0,0.0,2.0,34.0,42.0,354.0,32.0,57.0,False
3229,3.0,1.0,2.0,4.0,42.0,53.0,293.0,42.0,376.0,False
3230,2.0,1.0,3.0,2.0,32.0,43.0,244.0,29.0,203.0,False
3231,4.0,1.0,2.0,1.0,27.0,42.0,144.0,28.0,139.0,False
3232,0.0,4.0,2.0,4.0,51.0,62.0,539.0,53.0,240.0,False
3233,6.0,1.0,1.0,2.0,23.0,36.0,144.0,24.0,53.0,False
3234,2.0,1.0,1.0,4.0,14.0,20.0,89.0,16.0,53.0,False
3235,3.0,0.0,4.0,2.0,47.0,63.0,335.0,35.0,122.0,False
3236,6.0,1.0,1.0,1.0,34.0,43.0,283.0,28.0,79.0,False
3237,15.0,3.0,1.0,2.0,35.0,40.0,364.0,26.0,55.0,False
3238,8.0,3.0,1.0,4.0,48.0,55.0,404.0,41.0,124.0,False
3239,7.0,7.0,2.0,4.0,40.0,51.0,273.0,39.0,28.0,False
3240,14.0,3.0,1.0,6.0,43.0,46.0,414.0,35.0,139.0,False
3241,16.0,2.0,2.0,5.0,32.0,44.0,408.0,35.0,104.0,False
3242,4.0,2.0,4.0,3.0,15.0,25.0,41.0,18.0,33.0,False
3243,5.0,1.0,1.0,1.0,40.0,51.0,232.0,31.0,92.0,False
3244,8.0,3.0,3.0,2.0,11.0,23.0,59.0,12.0,12.0,False
3245,9.0,2.0,1.0,0.0,36.0,48.0,297.0,36.0,76.0,False
3246,5.0,0.0,0.0,1.0,17.0,23.0,123.0,11.0,4.0,False
3247,2.0,2.0,1.0,0.0,26.0,34.0,138.0,16.0,63.0,False
3248,4.0,1.0,5.0,1.0,19.0,23.0,215.0,18.0,91.0,False
3249,2.0,0.0,4.0,1.0,39.0,56.0,344.0,36.0,111.0,False
3250,4.0,1.0,3.0,3.0,33.0,41.0,281.0,16.0,31.0,False
3251,6.0,1.0,1.0,0.0,45.0,52.0,310.0,39.0,297.0,False
3252,4.0,0.0,4.0,2.0,20.0,30.0,164.0,21.0,65.0,False
3253,10.0,1.0,0.0,2.0,23.0,35.0,181.0,21.0,45.0,False
3254,6.0,0.0,1.0,2.0,25.0,31.0,155.0,21.0,49.0,False
3255,9.0,2.0,2.0,3.0,13.0,19.0,117.0,10.0,75.0,False
3256,7.0,2.0,2.0,1.0,30.0,43.0,194.0,26.0,32.0,False
3257,13.0,2.0,5.0,2.0,15.0,23.0,166.0,17.0,39.0,False
3258,7.0,2.0,2.0,1.0,49.0,62.0,337.0,49.0,155.0,False
3259,5.0,0.0,4.0,2.0,38.0,49.0,406.0,35.0,84.0,False
3260,7.0,1.0,1.0,1.0,29.0,36.0,233.0,27.0,64.0,False
3261,9.0,6.0,1.0,3.0,20.0,27.0,113.0,14.0,36.0,False
3262,0.0,0.0,1.0,0.0,3.0,3.0,12.0,2.0,5.0,False
3264,2.0,1.0,3.0,0.0,32.0,51.0,264.0,38.0,180.0,False
3265,9.0,3.0,0.0,2.0,28.0,43.0,281.0,24.0,81.0,False
3270,14.0,1.0,0.0,2.0,27.0,35.0,233.0,26.0,40.0,False
3271,5.0,5.0,1.0,1.0,26.0,41.0,168.0,22.0,87.0,False
3273,7.0,0.0,0.0,3.0,6.0,7.0,44.0,5.0,40.0,False
3274,25.0,2.0,0.0,0.0,13.0,23.0,144.0,19.0,61.0,False
3275,1.0,1.0,0.0,2.0,26.0,48.0,177.0,27.0,50.0,False
3276,11.0,6.0,1.0,3.0,30.0,46.0,391.0,27.0,61.0,False
3277,10.0,1.0,4.0,3.0,28.0,42.0,185.0,31.0,70.0,False
3278,9.0,2.0,4.0,1.0,47.0,57.0,272.0,45.0,197.0,False
3279,19.0,2.0,1.0,0.0,48.0,59.0,542.0,33.0,191.0,False
3280,5.0,0.0,1.0,2.0,17.0,20.0,103.0,14.0,18.0,False
3281,8.0,1.0,2.0,3.0,9.0,14.0,49.0,10.0,8.0,False
3284,2.0,0.0,0.0,0.0,4.0,5.0,16.0,6.0,37.0,False
3287,3.0,0.0,0.0,0.0,4.0,4.0,30.0,2.0,0.0,False
3288,3.0,0.0,0.0,0.0,7.0,7.0,15.0,9.0,17.0,False
3289,7.0,1.0,0.0,0.0,8.0,16.0,26.0,9.0,5.0,False
3290,2.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,14.0,False
3291,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,False
3293,5.0,0.0,0.0,0.0,7.0,8.0,7.0,6.0,6.0,False
3297,6.0,0.0,0.0,0.0,2.0,3.0,6.0,1.0,0.0,False
3298,3.0,0.0,0.0,0.0,2.0,2.0,6.0,0.0,0.0,False
3299,4.0,1.0,0.0,0.0,3.0,4.0,15.0,3.0,2.0,False
3301,1.0,0.0,0.0,0.0,4.0,7.0,7.0,6.0,7.0,False
3302,4.0,0.0,0.0,0.0,5.0,10.0,18.0,8.0,6.0,False
3303,3.0,0.0,0.0,1.0,34.0,46.0,48.0,52.0,150.0,False
3305,1.0,0.0,1.0,0.0,5.0,7.0,3.0,4.0,6.0,False
3306,3.0,0.0,0.0,0.0,7.0,11.0,74.0,13.0,77.0,False
3307,6.0,0.0,0.0,0.0,11.0,20.0,42.0,19.0,64.0,False
3308,2.0,0.0,0.0,0.0,6.0,10.0,12.0,8.0,14.0,False
3310,1.0,0.0,0.0,0.0,2.0,2.0,21.0,2.0,11.0,False
3311,2.0,0.0,0.0,0.0,2.0,3.0,8.0,2.0,19.0,False
3312,50.0,1.0,0.0,2.0,7.0,10.0,61.0,15.0,53.0,False
3316,1.0,0.0,0.0,0.0,2.0,2.0,45.0,4.0,18.0,False
3318,0.0,0.0,0.0,0.0,6.0,7.0,16.0,5.0,38.0,False
3319,2.0,0.0,0.0,1.0,2.0,3.0,7.0,3.0,45.0,False
3320,32.0,1.0,0.0,2.0,14.0,23.0,45.0,32.0,160.0,False
3321,11.0,1.0,0.0,1.0,18.0,28.0,81.0,35.0,206.0,False
3322,18.0,2.0,0.0,3.0,13.0,18.0,81.0,28.0,173.0,False
3323,19.0,0.0,0.0,1.0,19.0,31.0,77.0,42.0,196.0,False
3324,30.0,0.0,0.0,1.0,14.0,25.0,196.0,27.0,152.0,False
3326,4.0,0.0,0.0,2.0,13.0,25.0,116.0,20.0,123.0,False
3327,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,23.0,False
3328,29.0,0.0,0.0,0.0,9.0,18.0,97.0,17.0,96.0,False
3329,1.0,0.0,0.0,0.0,4.0,8.0,11.0,9.0,12.0,False
3330,9.0,2.0,0.0,2.0,13.0,21.0,75.0,26.0,257.0,False
3332,39.0,1.0,1.0,3.0,10.0,16.0,62.0,26.0,250.0,False
3333,2.0,1.0,1.0,0.0,6.0,8.0,48.0,11.0,109.0,False
3336,11.0,0.0,0.0,0.0,6.0,8.0,15.0,12.0,149.0,False
3338,3.0,0.0,0.0,0.0,4.0,5.0,46.0,9.0,72.0,False
3340,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,10.0,False
3341,3.0,0.0,0.0,1.0,2.0,6.0,14.0,7.0,32.0,False
3342,5.0,1.0,0.0,2.0,8.0,12.0,36.0,13.0,84.0,False
3343,5.0,0.0,0.0,2.0,14.0,23.0,16.0,22.0,75.0,False
3344,1.0,1.0,0.0,2.0,12.0,20.0,33.0,19.0,176.0,False
3349,6.0,2.0,1.0,2.0,37.0,46.0,400.0,33.0,114.0,False
3350,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3351,5.0,0.0,0.0,0.0,25.0,32.0,161.0,27.0,58.0,False
3355,1.0,0.0,0.0,0.0,5.0,5.0,41.0,2.0,5.0,False
3358,10.0,3.0,3.0,2.0,22.0,32.0,362.0,28.0,103.0,False
3359,8.0,0.0,1.0,1.0,18.0,36.0,184.0,24.0,46.0,False
3360,7.0,2.0,2.0,2.0,9.0,19.0,137.0,9.0,18.0,False
3361,3.0,0.0,0.0,1.0,13.0,31.0,187.0,15.0,7.0,False
3362,14.0,2.0,1.0,2.0,13.0,23.0,174.0,18.0,45.0,False
3365,9.0,4.0,0.0,0.0,29.0,33.0,262.0,25.0,64.0,False
3370,6.0,1.0,0.0,4.0,16.0,28.0,116.0,13.0,27.0,False
3373,7.0,2.0,2.0,4.0,27.0,38.0,183.0,26.0,23.0,False
3374,2.0,4.0,1.0,3.0,23.0,41.0,179.0,17.0,18.0,False
3375,10.0,3.0,1.0,0.0,17.0,27.0,171.0,13.0,49.0,False
3376,6.0,0.0,0.0,1.0,4.0,8.0,0.0,5.0,12.0,False
3377,0.0,0.0,1.0,0.0,18.0,22.0,215.0,20.0,32.0,False
3378,9.0,1.0,0.0,0.0,11.0,19.0,88.0,15.0,21.0,False
3379,11.0,0.0,2.0,2.0,30.0,36.0,223.0,31.0,105.0,False
3380,1.0,0.0,0.0,0.0,25.0,26.0,229.0,22.0,47.0,False
3381,4.0,1.0,1.0,1.0,11.0,14.0,104.0,13.0,45.0,False
3382,2.0,1.0,2.0,1.0,9.0,16.0,143.0,9.0,57.0,False
3383,4.0,2.0,0.0,4.0,22.0,26.0,159.0,20.0,43.0,False
3385,2.0,0.0,1.0,1.0,14.0,24.0,175.0,11.0,37.0,False
3390,9.0,1.0,1.0,2.0,17.0,24.0,183.0,14.0,101.0,False
3395,2.0,1.0,0.0,1.0,12.0,18.0,99.0,16.0,105.0,False
3398,2.0,1.0,1.0,2.0,13.0,22.0,147.0,15.0,53.0,False
3399,18.0,4.0,2.0,1.0,33.0,46.0,272.0,27.0,81.0,False
3400,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
3402,18.0,5.0,3.0,3.0,42.0,56.0,261.0,48.0,237.0,False
3403,9.0,1.0,2.0,2.0,59.0,73.0,503.0,58.0,336.0,False
3404,7.0,2.0,1.0,2.0,8.0,15.0,82.0,5.0,7.0,False
3406,19.0,6.0,0.0,0.0,27.0,38.0,203.0,21.0,61.0,False
3407,15.0,4.0,1.0,1.0,15.0,23.0,187.0,18.0,99.0,False
3408,2.0,0.0,2.0,1.0,25.0,44.0,248.0,26.0,63.0,False
3409,2.0,1.0,0.0,0.0,7.0,10.0,34.0,6.0,64.0,False
3410,12.0,3.0,3.0,1.0,33.0,44.0,295.0,18.0,88.0,False
3411,0.0,2.0,1.0,1.0,4.0,5.0,37.0,2.0,9.0,False
3412,8.0,1.0,1.0,2.0,33.0,50.0,230.0,29.0,88.0,False
3413,10.0,1.0,3.0,3.0,31.0,57.0,338.0,20.0,68.0,False
3415,4.0,1.0,3.0,1.0,17.0,32.0,204.0,17.0,22.0,False
3418,11.0,1.0,2.0,1.0,74.0,92.0,320.0,64.0,428.0,False
3419,2.0,0.0,0.0,1.0,14.0,26.0,149.0,11.0,49.0,False
3420,4.0,1.0,0.0,1.0,2.0,4.0,31.0,5.0,4.0,False
3423,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,False
3424,0.0,0.0,0.0,0.0,8.0,12.0,51.0,12.0,27.0,False
3425,1.0,1.0,1.0,0.0,2.0,2.0,11.0,2.0,34.0,False
3430,18.0,1.0,1.0,3.0,61.0,72.0,461.0,60.0,223.0,False
3431,13.0,1.0,0.0,1.0,21.0,26.0,223.0,24.0,48.0,False
3432,12.0,2.0,1.0,1.0,32.0,41.0,144.0,38.0,107.0,False
3433,20.0,1.0,2.0,3.0,42.0,49.0,289.0,42.0,108.0,False
3435,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,5.0,False
3436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
3437,5.0,2.0,1.0,1.0,28.0,33.0,132.0,33.0,172.0,False
3438,10.0,2.0,0.0,4.0,45.0,54.0,182.0,50.0,235.0,False
3439,21.0,3.0,2.0,1.0,38.0,48.0,252.0,46.0,226.0,False
3440,3.0,0.0,0.0,1.0,8.0,9.0,83.0,8.0,41.0,False
3441,13.0,2.0,1.0,1.0,48.0,58.0,223.0,52.0,133.0,False
3443,22.0,3.0,1.0,2.0,39.0,48.0,321.0,40.0,200.0,False
3444,8.0,0.0,1.0,0.0,26.0,35.0,132.0,27.0,61.0,False
3445,12.0,1.0,3.0,2.0,38.0,55.0,209.0,44.0,306.0,False
3446,4.0,2.0,2.0,3.0,21.0,31.0,175.0,27.0,116.0,False
3447,27.0,5.0,0.0,0.0,43.0,54.0,255.0,48.0,169.0,False
3448,30.0,5.0,5.0,0.0,17.0,25.0,52.0,31.0,127.0,False
3449,17.0,2.0,1.0,3.0,33.0,47.0,240.0,49.0,142.0,False
3450,24.0,5.0,1.0,3.0,31.0,46.0,181.0,47.0,112.0,False
3451,12.0,1.0,2.0,2.0,48.0,59.0,278.0,50.0,189.0,False
3452,7.0,3.0,1.0,1.0,31.0,42.0,240.0,24.0,220.0,False
3453,12.0,3.0,1.0,1.0,27.0,45.0,261.0,25.0,47.0,False
3454,2.0,2.0,3.0,2.0,58.0,72.0,258.0,55.0,135.0,False
3455,14.0,2.0,0.0,1.0,31.0,39.0,100.0,40.0,112.0,False
3456,9.0,2.0,4.0,2.0,40.0,55.0,261.0,47.0,134.0,False
3457,33.0,2.0,0.0,1.0,27.0,36.0,78.0,36.0,96.0,False
3458,27.0,2.0,1.0,5.0,51.0,55.0,319.0,45.0,341.0,False
3459,6.0,2.0,2.0,0.0,54.0,67.0,354.0,50.0,153.0,False
3460,9.0,2.0,2.0,7.0,37.0,42.0,236.0,32.0,124.0,False
3461,0.0,0.0,0.0,0.0,12.0,13.0,51.0,9.0,120.0,False
3462,6.0,0.0,2.0,1.0,48.0,63.0,327.0,47.0,80.0,False
3463,3.0,1.0,0.0,1.0,14.0,18.0,60.0,15.0,11.0,False
3464,3.0,0.0,0.0,3.0,21.0,30.0,151.0,19.0,67.0,False
3465,19.0,6.0,1.0,2.0,53.0,62.0,430.0,43.0,342.0,False
3466,7.0,0.0,1.0,4.0,34.0,38.0,224.0,29.0,170.0,False
3468,2.0,0.0,1.0,0.0,24.0,35.0,231.0,14.0,82.0,False
3469,4.0,1.0,2.0,0.0,57.0,65.0,409.0,43.0,117.0,False
3470,8.0,1.0,2.0,2.0,35.0,41.0,260.0,26.0,68.0,False
3471,3.0,4.0,2.0,1.0,46.0,55.0,313.0,31.0,74.0,False
3472,1.0,0.0,0.0,0.0,18.0,18.0,96.0,19.0,44.0,False
3473,0.0,1.0,0.0,0.0,64.0,72.0,446.0,60.0,180.0,False
3475,5.0,1.0,0.0,4.0,45.0,50.0,302.0,43.0,165.0,False
3477,6.0,2.0,0.0,1.0,70.0,72.0,438.0,59.0,99.0,False
3478,5.0,0.0,2.0,1.0,65.0,71.0,479.0,56.0,131.0,False
3479,10.0,2.0,1.0,3.0,37.0,41.0,293.0,31.0,78.0,False
3480,4.0,1.0,0.0,1.0,10.0,12.0,77.0,6.0,7.0,False
3481,7.0,1.0,2.0,0.0,71.0,78.0,475.0,45.0,60.0,False
3482,9.0,1.0,3.0,7.0,53.0,61.0,279.0,48.0,137.0,False
3483,1.0,1.0,0.0,0.0,9.0,9.0,40.0,8.0,41.0,False
3486,4.0,1.0,0.0,1.0,48.0,61.0,318.0,36.0,202.0,False
3487,7.0,2.0,5.0,0.0,69.0,73.0,522.0,54.0,201.0,False
3489,4.0,1.0,1.0,3.0,50.0,55.0,338.0,39.0,79.0,False
3490,5.0,0.0,1.0,0.0,52.0,58.0,323.0,37.0,101.0,False
3492,6.0,0.0,1.0,0.0,61.0,66.0,312.0,62.0,131.0,False
3493,7.0,1.0,1.0,1.0,24.0,29.0,204.0,15.0,20.0,False
3494,3.0,2.0,2.0,0.0,59.0,66.0,434.0,56.0,191.0,False
3495,10.0,0.0,0.0,0.0,21.0,33.0,66.0,17.0,35.0,False
3496,2.0,0.0,0.0,0.0,21.0,29.0,82.0,20.0,76.0,False
3497,2.0,0.0,0.0,0.0,7.0,12.0,45.0,7.0,15.0,False
3498,11.0,1.0,1.0,0.0,5.0,9.0,28.0,1.0,0.0,False
3499,8.0,0.0,0.0,2.0,4.0,6.0,8.0,3.0,1.0,False
3500,0.0,0.0,0.0,1.0,8.0,13.0,36.0,8.0,6.0,False
3504,24.0,0.0,1.0,1.0,34.0,50.0,71.0,29.0,54.0,False
3505,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,False
3506,14.0,0.0,2.0,1.0,2.0,8.0,26.0,3.0,9.0,False
3507,7.0,1.0,0.0,1.0,43.0,68.0,154.0,39.0,92.0,False
3508,7.0,0.0,0.0,0.0,16.0,19.0,70.0,12.0,8.0,False
3509,9.0,2.0,0.0,1.0,22.0,29.0,157.0,24.0,41.0,False
3510,6.0,0.0,0.0,1.0,1.0,4.0,18.0,3.0,4.0,False
3511,35.0,2.0,0.0,2.0,25.0,40.0,139.0,33.0,35.0,False
3512,21.0,1.0,0.0,4.0,24.0,41.0,190.0,18.0,39.0,False
3514,14.0,0.0,0.0,8.0,39.0,52.0,206.0,31.0,63.0,False
3515,12.0,2.0,1.0,1.0,33.0,46.0,149.0,29.0,20.0,False
3516,16.0,4.0,0.0,4.0,26.0,39.0,173.0,24.0,31.0,False
3517,12.0,3.0,2.0,2.0,29.0,44.0,267.0,28.0,58.0,False
3518,12.0,1.0,1.0,2.0,60.0,74.0,349.0,57.0,173.0,False
3519,14.0,1.0,0.0,1.0,51.0,61.0,316.0,50.0,99.0,False
3520,5.0,0.0,0.0,1.0,29.0,37.0,114.0,25.0,19.0,False
3521,8.0,1.0,0.0,2.0,23.0,33.0,87.0,16.0,50.0,False
3523,2.0,4.0,0.0,0.0,37.0,55.0,276.0,32.0,38.0,False
3526,19.0,0.0,0.0,2.0,23.0,37.0,145.0,28.0,47.0,False
3527,32.0,1.0,0.0,2.0,19.0,25.0,131.0,16.0,4.0,False
3528,18.0,1.0,0.0,1.0,23.0,32.0,5.0,22.0,20.0,False
3529,5.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,False
3530,0.0,1.0,0.0,0.0,6.0,10.0,3.0,7.0,13.0,False
3531,7.0,0.0,0.0,2.0,7.0,11.0,21.0,6.0,7.0,False
3532,10.0,1.0,0.0,0.0,10.0,11.0,66.0,2.0,0.0,False
3533,4.0,0.0,1.0,0.0,11.0,13.0,56.0,14.0,23.0,False
3534,7.0,2.0,0.0,1.0,15.0,15.0,89.0,10.0,10.0,True
3535,18.0,1.0,5.0,3.0,39.0,51.0,132.0,33.0,72.0,False
3536,24.0,1.0,2.0,3.0,34.0,44.0,184.0,26.0,47.0,False
3537,15.0,3.0,2.0,1.0,46.0,50.0,173.0,38.0,99.0,True
3538,3.0,1.0,0.0,0.0,8.0,14.0,48.0,10.0,15.0,False
3539,3.0,0.0,0.0,0.0,15.0,16.0,46.0,17.0,21.0,False
3540,2.0,0.0,1.0,1.0,4.0,8.0,10.0,5.0,8.0,True
3541,1.0,0.0,0.0,0.0,11.0,12.0,37.0,10.0,27.0,False
3542,7.0,1.0,0.0,1.0,8.0,12.0,24.0,10.0,23.0,False
3543,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,True
3544,13.0,0.0,1.0,0.0,4.0,5.0,0.0,11.0,23.0,True
3545,15.0,0.0,1.0,3.0,53.0,58.0,181.0,48.0,70.0,False
3546,13.0,1.0,0.0,0.0,7.0,9.0,39.0,7.0,5.0,False
3547,6.0,0.0,1.0,3.0,59.0,65.0,225.0,62.0,150.0,True
3548,34.0,1.0,3.0,3.0,20.0,27.0,58.0,23.0,46.0,False
3549,18.0,7.0,1.0,0.0,25.0,33.0,144.0,32.0,51.0,False
